GISJOIN,YEAR,ANRCA,RES_ONLYA,TRUSTA,AIANHHA,TRACTA,C_CITYA,COUNTY,COUNTYA,CTY_SUBA,DIVISIONA,MSA_CMSAA,PLACEA,PMSAA,REGIONA,STATE,STATEA,URB_AREAA,ANPSADPI,FF5001,FF5002,FF5003,FF5004,FF5005,FF5006,FF5007,FF5008,FF5009,FF5010,FF5011,FF5012,FF5013,FF5014,FF5015,FF5016,FF5017,FF5018,FF5019,FF5020,FF5021,FF5022,FF5023,FF5024,FF5025,FF5026,FF5027,FF5028,FF5029,FF5030,FF5AAA001,FF5AAA002,FF5AAA003,FF5AAA004,FF5AAA005,FF5AAA006,FF5AAA007,FF5AAA008,FF5AAA009,FF5AAA010,FF5AAA011,FF5AAA012,FF5AAA013,FF5AAA014,FF5AAA015,FF5AAA016,FF5AAA017,FF5AAA018,FF5AAA019,FF5AAA020,FF5AAA021,FF5AAA022,FF5AAA023,FF5AAA024,FF5AAA025,FF5AAA026,FF5AAA027,FF5AAA028,FF5AAA029,FF5AAA030,FF5AAB001,FF5AAB002,FF5AAB003,FF5AAB004,FF5AAB005,FF5AAB006,FF5AAB007,FF5AAB008,FF5AAB009,FF5AAB010,FF5AAB011,FF5AAB012,FF5AAB013,FF5AAB014,FF5AAB015,FF5AAB016,FF5AAB017,FF5AAB018,FF5AAB019,FF5AAB020,FF5AAB021,FF5AAB022,FF5AAB023,FF5AAB024,FF5AAB025,FF5AAB026,FF5AAB027,FF5AAB028,FF5AAB029,FF5AAB030,FF5AAC001,FF5AAC002,FF5AAC003,FF5AAC004,FF5AAC005,FF5AAC006,FF5AAC007,FF5AAC008,FF5AAC009,FF5AAC010,FF5AAC011,FF5AAC012,FF5AAC013,FF5AAC014,FF5AAC015,FF5AAC016,FF5AAC017,FF5AAC018,FF5AAC019,FF5AAC020,FF5AAC021,FF5AAC022,FF5AAC023,FF5AAC024,FF5AAC025,FF5AAC026,FF5AAC027,FF5AAC028,FF5AAC029,FF5AAC030,FF5AAG001,FF5AAG002,FF5AAG003,FF5AAG004,FF5AAG005,FF5AAG006,FF5AAG007,FF5AAG008,FF5AAG009,FF5AAG010,FF5AAG011,FF5AAG012,FF5AAG013,FF5AAG014,FF5AAG015,FF5AAG016,FF5AAG017,FF5AAG018,FF5AAG019,FF5AAG020,FF5AAG021,FF5AAG022,FF5AAG023,FF5AAG024,FF5AAG025,FF5AAG026,FF5AAG027,FF5AAG028,FF5AAG029,FF5AAG030,FF5AAW001,FF5AAW002,FF5AAW003,FF5AAW004,FF5AAW005,FF5AAW006,FF5AAW007,FF5AAW008,FF5AAW009,FF5AAW010,FF5AAW011,FF5AAW012,FF5AAW013,FF5AAW014,FF5AAW015,FF5AAW016,FF5AAW017,FF5AAW018,FF5AAW019,FF5AAW020,FF5AAW021,FF5AAW022,FF5AAW023,FF5AAW024,FF5AAW025,FF5AAW026,FF5AAW027,FF5AAW028,FF5AAW029,FF5AAW030,FF5AAX001,FF5AAX002,FF5AAX003,FF5AAX004,FF5AAX005,FF5AAX006,FF5AAX007,FF5AAX008,FF5AAX009,FF5AAX010,FF5AAX011,FF5AAX012,FF5AAX013,FF5AAX014,FF5AAX015,FF5AAX016,FF5AAX017,FF5AAX018,FF5AAX019,FF5AAX020,FF5AAX021,FF5AAX022,FF5AAX023,FF5AAX024,FF5AAX025,FF5AAX026,FF5AAX027,FF5AAX028,FF5AAX029,FF5AAX030,FF5ABR001,FF5ABR002,FF5ABR003,FF5ABR004,FF5ABR005,FF5ABR006,FF5ABR007,FF5ABR008,FF5ABR009,FF5ABR010,FF5ABR011,FF5ABR012,FF5ABR013,FF5ABR014,FF5ABR015,FF5ABR016,FF5ABR017,FF5ABR018,FF5ABR019,FF5ABR020,FF5ABR021,FF5ABR022,FF5ABR023,FF5ABR024,FF5ABR025,FF5ABR026,FF5ABR027,FF5ABR028,FF5ABR029,FF5ABR030,FF5ABS001,FF5ABS002,FF5ABS003,FF5ABS004,FF5ABS005,FF5ABS006,FF5ABS007,FF5ABS008,FF5ABS009,FF5ABS010,FF5ABS011,FF5ABS012,FF5ABS013,FF5ABS014,FF5ABS015,FF5ABS016,FF5ABS017,FF5ABS018,FF5ABS019,FF5ABS020,FF5ABS021,FF5ABS022,FF5ABS023,FF5ABS024,FF5ABS025,FF5ABS026,FF5ABS027,FF5ABS028,FF5ABS029,FF5ABS030
"G0100210","1990",,,,,,,"Chilton","021",,"6","9999",,"9999","3","Alabama","01",,"Chilton County",180,316,1543,719,616,487,394,3005,1417,241,161,418,242,60,29,140,209,1589,944,906,608,372,3765,1309,154,156,446,304,49,2,162,229,1349,638,585,370,346,2795,1309,215,149,401,231,60,29,131,184,1412,823,765,532,332,3515,1151,147,119,371,293,49,2,15,79,191,72,31,117,48,209,98,17,6,17,11,0,0,9,23,170,121,141,69,40,237,158,7,37,75,11,0,0,1,6,2,0,0,0,0,1,7,9,6,0,0,0,0,0,2,7,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,2,2,1,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,0,0,0,0,2,3,0,0,0,0,0,0,0,0,15,0,0,0,2,9,0,0,0,0,0,0,0,162,229,1343,638,585,370,346,2793,1309,215,149,401,231,60,29,131,184,1397,823,765,532,330,3506,1151,147,119,371,293,49,2,15,79,191,72,31,117,48,209,98,17,6,17,11,0,0,9,23,170,121,141,69,40,237,158,7,37,75,11,0,0
"G0100230","1990",,,,,,,"Choctaw","023",,"6","9999",,"9999","3","Alabama","01",,"Choctaw County",123,260,746,256,261,253,190,1424,513,57,60,235,64,36,6,48,144,889,314,358,361,279,1646,576,135,77,277,179,37,2,12,108,446,127,118,104,117,961,426,32,52,193,54,33,6,3,44,411,167,235,173,126,1052,411,84,57,194,133,27,2,111,152,300,129,143,149,73,463,87,25,8,37,10,3,0,45,100,478,147,123,188,152,589,165,51,20,83,44,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,8,0,5,6,0,0,0,0,0,0,0,12,108,446,127,118,104,117,948,426,32,52,193,54,33,6,3,44,411,167,227,173,126,1046,411,84,57,194,133,27,2,111,152,300,129,143,149,73,461,87,25,8,37,10,3,0,45,100,474,147,123,188,147,589,165,51,20,83,44,9,0
"G0100250","1990",,,,,,,"Clarke","025",,"6","9999",,"9999","3","Alabama","01",,"Clarke County",151,270,1027,433,396,461,315,2477,762,238,82,611,165,89,26,199,227,992,500,544,563,393,2968,1127,306,99,505,275,78,6,25,96,522,249,144,252,172,1627,650,187,69,536,150,89,26,79,60,421,289,274,248,195,2075,819,249,56,406,209,69,6,126,174,505,184,252,207,143,850,112,51,11,72,15,0,0,120,167,571,209,270,315,198,883,308,51,41,97,66,9,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8,0,0,1,0,1,0,0,0,0,0,0,0,1,7,2,1,0,0,3,23,13,6,0,0,0,0,0,25,96,514,249,144,252,172,1627,650,187,69,536,150,89,26,79,53,421,289,274,248,192,2053,808,249,56,406,209,69,6,126,174,505,184,252,206,143,849,112,51,11,72,15,0,0,119,167,569,208,270,315,198,882,306,51,41,97,66,9,0
"G0100270","1990",,,,,,,"Clay","027",,"6","9999",,"9999","3","Alabama","01",,"Clay County",61,172,545,274,368,233,126,1148,596,114,68,165,100,12,3,39,76,707,468,407,336,187,1544,461,76,25,187,127,29,5,28,113,501,230,301,213,86,1001,561,100,68,155,91,12,3,25,53,619,432,334,253,149,1332,424,69,21,176,114,29,5,33,59,44,44,67,18,40,147,26,14,0,10,7,0,0,14,23,86,36,73,83,36,209,25,7,4,11,13,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,8,0,0,0,0,0,0,0,28,113,501,230,301,213,86,1001,561,100,68,155,91,12,3,25,53,619,432,334,240,149,1326,424,69,21,176,114,29,5,33,59,44,44,67,18,40,147,26,14,0,10,7,0,0,14,23,86,36,73,83,36,209,25,7,4,11,13,0,0
"G0100290","1990",,,,,,,"Cleburne","029",,"6","9999",,"9999","3","Alabama","01",,"Cleburne County",57,229,599,359,299,196,173,1098,416,59,33,164,112,21,0,62,87,713,503,356,297,138,1296,461,107,34,107,108,15,2,57,219,577,347,292,196,160,1066,410,59,33,164,112,21,0,46,53,666,470,331,286,122,1238,455,107,34,107,101,15,2,0,10,22,12,7,0,13,26,6,0,0,0,0,0,0,16,34,47,33,19,11,10,52,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,57,219,577,347,292,196,160,1066,410,59,33,164,112,21,0,46,53,666,470,331,286,122,1238,455,107,33,107,101,15,2,0,10,22,12,7,0,13,26,6,0,0,0,0,0,0,16,34,47,33,19,11,10,52,0,0,0,0,7,0,0
"G0100310","1990",,,,,,,"Coffee","031",,"6","9999",,"9999","3","Alabama","01",,"Coffee County",132,560,1162,586,613,492,348,2786,2330,360,450,1586,597,173,68,121,442,1479,907,753,552,375,4038,2408,430,376,1183,610,36,21,81,371,1006,516,402,379,225,2355,2025,303,428,1526,525,167,68,60,284,1217,747,606,399,224,3359,2141,390,297,1011,524,29,21,46,181,154,70,211,113,116,406,260,50,8,45,72,6,0,61,152,255,152,145,145,121,567,242,38,55,129,77,7,0,5,3,2,0,0,0,7,14,13,0,6,0,0,0,0,0,0,0,0,2,0,0,23,5,2,18,14,9,0,0,0,0,0,0,0,0,0,5,16,7,8,7,0,0,0,0,6,7,8,0,8,22,82,20,0,6,21,0,0,0,0,5,0,0,0,0,0,6,16,0,0,8,0,0,0,0,0,0,0,0,0,8,7,0,0,0,8,0,0,0,0,11,0,0,0,0,0,6,32,0,14,35,7,0,0,0,0,13,0,0,0,8,39,24,0,14,23,0,0,0,81,360,1006,516,402,379,225,2355,2009,303,414,1499,518,167,68,60,284,1204,747,606,399,224,3327,2117,390,283,996,524,29,21,46,181,154,70,211,113,116,406,260,50,8,45,72,6,0,61,152,255,152,145,145,121,567,242,38,55,129,77,7,0
"G0100330","1990",,,,,,,"Colbert","033",,"6","2650",,"9999","3","Alabama","01",,"Colbert County",189,355,1848,867,655,520,680,5277,2808,451,192,1374,381,244,37,163,194,2197,1196,1320,909,859,5833,2888,641,313,1207,615,89,9,130,222,1592,759,549,424,536,4508,2459,381,142,1216,356,244,37,116,141,1773,1014,1124,755,651,4953,2507,547,224,1054,534,89,9,59,111,256,108,106,87,144,738,326,68,50,152,16,0,0,37,53,416,164,196,154,208,847,364,94,82,143,76,0,0,0,15,0,0,0,9,0,20,23,0,0,0,9,0,0,0,0,8,18,0,0,0,13,17,0,7,2,5,0,0,0,0,0,0,0,0,0,11,0,2,0,6,0,0,0,10,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,7,0,6,8,7,0,6,19,0,0,0,0,0,0,0,0,0,0,0,0,9,15,0,0,0,8,0,0,0,130,222,1592,753,541,417,536,4502,2449,381,142,1216,356,244,37,116,141,1773,1014,1124,755,642,4938,2507,547,224,1054,534,89,9,59,111,256,108,106,87,144,738,326,68,50,152,16,0,0,37,53,416,164,196,154,208,847,364,94,82,143,76,0,0
"G0100350","1990",,,,,,,"Conecuh","035",,"6","9999",,"9999","3","Alabama","01",,"Conecuh County",85,238,755,233,187,194,198,1303,393,102,71,166,78,31,10,109,131,823,313,377,314,285,1624,510,98,45,206,77,6,0,49,98,514,133,115,82,102,892,316,69,64,147,55,31,10,41,83,540,168,211,146,124,1035,402,68,25,148,65,0,0,36,140,241,91,72,112,96,411,77,33,7,19,23,0,0,68,48,281,144,166,168,161,579,108,30,20,58,12,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10,0,0,0,0,0,0,0,,0,2,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,5,0,8,0,0,0,0,0,0,0,49,98,514,133,115,82,102,892,316,69,64,147,55,31,10,41,83,540,168,211,141,124,1027,402,68,25,148,65,0,0,36,138,241,87,72,112,96,406,77,33,7,19,23,0,0,68,48,281,141,166,168,161,579,108,30,20,58,12,6,0
"G0100370","1990",,,,,,,"Coosa","037",,"6","9999",,"9999","3","Alabama","01",,"Coosa County",87,102,468,377,170,135,209,1122,429,59,31,143,99,25,0,53,69,486,339,322,326,172,1281,356,79,56,132,50,5,2,55,15,290,266,133,87,132,819,344,46,31,134,70,25,0,29,11,285,231,263,233,103,889,286,61,39,106,48,5,2,32,87,178,111,35,48,77,301,85,13,0,9,21,0,0,24,58,199,108,56,93,69,390,66,18,17,26,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,8,0,0,0,0,2,0,3,0,0,2,4,0,0,0,0,0,0,,,,55,15,290,266,133,87,132,819,344,46,31,134,70,25,0,29,11,285,231,263,233,103,889,286,61,39,106,48,5,2,32,87,178,111,35,48,77,301,85,13,0,9,21,0,0,24,58,199,108,56,93,69,390,66,18,17,26,2,0,0
"G0100390","1990",,,,,,,"Covington","039",,"6","9999",,"9999","3","Alabama","01",,"Covington County",157,523,1752,603,613,441,471,3172,1598,289,223,707,319,109,36,159,479,2124,914,881,683,488,3790,1732,507,293,753,224,38,12,116,415,1553,540,560,373,377,2897,1480,254,214,651,318,109,36,119,388,1901,795,722,548,363,3453,1554,464,277,710,190,38,12,36,103,181,63,53,57,94,258,118,32,9,52,1,0,0,33,91,217,119,159,135,122,327,162,43,16,43,34,0,0,0,5,6,0,0,11,0,11,0,3,0,0,0,0,0,0,0,6,0,0,0,3,0,16,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,4,0,0,0,7,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,6,0,0,0,0,0,0,0,6,0,0,2,5,0,0,0,0,0,0,0,116,415,1553,540,560,373,377,2885,1480,254,208,651,318,109,36,119,388,1901,789,722,548,361,3448,1554,464,277,710,190,38,12,36,103,181,63,53,57,94,258,118,32,9,52,1,0,0,33,91,217,119,159,135,122,327,162,43,16,43,34,0,0
"G0100410","1990",,,,,,,"Crenshaw","041",,"6","9999",,"9999","3","Alabama","01",,"Crenshaw County",114,230,651,315,321,193,144,1020,535,82,57,197,61,29,7,52,171,789,361,354,372,219,1424,461,131,61,334,97,12,3,52,129,481,259,226,152,114,847,467,73,57,187,54,25,4,7,99,552,270,233,220,136,1189,389,123,46,293,87,7,3,62,101,170,53,95,41,30,163,68,9,0,10,7,4,0,45,72,237,91,121,152,83,223,72,8,15,41,10,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,52,129,481,259,226,152,114,847,467,73,57,187,54,25,4,7,99,552,270,233,220,136,1189,384,123,46,293,87,7,3,62,101,170,53,95,41,30,163,68,9,0,10,7,4,0,45,72,237,91,121,152,83,223,72,8,15,41,10,5,0
"G0100430","1990",,,,,,,"Cullman","043",,"6","9999",,"9999","3","Alabama","01",,"Cullman County",294,617,3039,1451,1352,1077,683,6172,3066,725,408,1186,425,191,46,260,443,3614,1872,1585,1262,544,7357,3054,867,762,912,573,62,10,288,605,3004,1442,1336,1055,657,6136,3041,725,408,1186,425,180,46,244,440,3588,1859,1576,1237,524,7273,3044,860,759,912,573,55,10,6,12,15,4,11,22,10,27,25,0,0,0,0,2,0,8,3,7,8,9,25,17,51,10,7,3,0,0,4,0,0,0,11,5,5,0,16,2,0,0,0,0,0,9,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,0,0,0,7,0,0,0,0,0,0,0,8,0,10,5,0,0,3,27,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,7,0,22,0,0,0,0,0,0,0,0,0,6,6,6,0,0,12,2,0,0,0,0,0,0,288,603,3004,1440,1336,1048,657,6114,3041,725,408,1186,425,180,46,244,440,3582,1853,1570,1237,524,7261,3042,860,759,912,573,55,10,6,12,15,4,11,22,10,27,25,0,0,0,0,2,0,8,3,7,8,9,25,17,51,10,7,3,0,0,4,0
"G0100450","1990",,,,,,,"Dale","045",,"6","2180",,"9999","3","Alabama","01",,"Dale County",188,257,986,410,538,349,273,3512,3929,710,656,1744,528,127,43,142,284,1425,774,822,608,480,4687,3280,524,476,1010,441,31,24,102,204,826,362,457,292,218,2937,3279,614,504,1567,509,108,27,70,153,1165,595,633,448,308,3857,2634,468,404,893,390,31,24,71,49,149,48,58,57,55,500,545,84,111,138,19,12,6,47,118,224,159,150,153,133,626,525,43,57,93,51,0,0,15,4,0,0,23,0,0,28,52,4,11,6,0,0,10,0,3,2,5,4,0,7,28,34,9,0,9,0,0,0,0,0,11,0,0,0,0,12,13,0,8,33,0,7,0,25,10,17,12,27,7,32,123,62,4,15,7,0,0,0,0,0,0,0,0,0,0,35,40,8,22,0,0,0,0,0,0,17,3,8,0,0,53,25,0,0,8,0,0,0,0,0,0,0,2,8,9,88,118,23,22,11,5,0,0,2,2,31,3,8,0,0,94,66,0,0,22,0,0,0,102,204,826,362,455,284,209,2890,3204,599,504,1562,504,108,27,68,151,1151,595,633,448,308,3812,2605,468,404,879,390,31,24,71,49,149,48,58,57,55,494,542,84,111,138,19,12,6,47,118,224,159,150,153,133,626,525,43,57,93,51,0,0
"G0100470","1990",,,,,,,"Dallas","047",,"6","9999",,"9999","3","Alabama","01",,"Dallas County",337,448,1360,534,732,504,896,3559,1629,319,289,961,335,227,83,378,342,2034,770,1095,1062,996,4451,2438,408,365,1224,544,64,36,30,48,542,182,324,170,275,2090,1144,218,166,758,237,200,53,76,42,599,313,394,315,329,2530,1356,195,148,880,288,53,29,307,400,818,352,408,334,621,1457,475,101,123,203,98,27,23,302,300,1435,457,701,747,667,1913,1066,213,217,344,237,11,7,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,7,0,0,0,0,0,0,0,0,10,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,15,7,11,5,0,0,0,0,30,48,542,182,324,170,275,2090,1144,218,166,758,237,200,53,76,42,599,313,394,315,329,2523,1349,184,143,880,288,53,29,307,400,818,352,408,334,621,1457,475,101,123,203,98,27,23,297,300,1435,457,701,747,667,1913,1066,213,217,344,237,11,7
"G0100490","1990",,,,,,,"DeKalb","049",,"6","9999",,"9999","3","Alabama","01",,"DeKalb County",267,635,2828,1378,1066,818,659,4837,2136,371,229,716,336,169,23,228,644,3209,1571,1560,1052,750,5933,2041,425,327,740,437,82,17,264,624,2769,1329,1014,786,623,4743,2082,357,224,703,323,169,23,226,639,3168,1533,1495,988,722,5799,1978,420,318,715,419,82,17,3,6,48,27,52,23,34,44,8,14,0,2,0,0,0,2,5,28,31,46,56,14,94,34,1,2,2,3,0,0,0,0,2,22,0,9,2,25,43,0,5,2,7,0,0,0,0,8,0,16,8,8,26,12,4,7,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,7,0,0,6,0,17,0,0,20,0,0,0,0,5,9,0,0,0,0,25,3,0,0,0,0,0,0,0,0,5,0,3,0,0,14,0,0,0,0,0,0,0,0,8,18,0,0,9,0,25,3,0,0,0,0,5,0,0,0,7,0,3,12,3,36,0,0,3,0,0,0,0,264,621,2760,1329,1014,777,623,4743,2082,357,224,703,323,164,23,226,639,3166,1533,1495,976,719,5777,1978,420,315,715,419,82,17,3,6,48,27,52,23,34,44,8,14,0,2,0,0,0,2,5,28,31,46,56,14,94,34,1,2,2,3,0,0
"G0100510","1990",,,,,,,"Elmore","051",,"6","5240",,"9999","3","Alabama","01",,"Elmore County",314,359,1127,856,866,977,659,4553,2722,396,391,1237,694,111,82,164,233,1381,966,1047,904,665,5635,2342,538,306,1251,554,102,0,201,186,817,558,519,504,433,3761,2415,362,351,1155,683,111,63,103,118,1031,776,729,639,445,4692,2094,463,268,1069,459,94,0,113,173,307,298,343,457,226,762,286,28,32,74,11,0,19,47,109,340,190,312,256,216,878,210,75,31,173,82,8,0,0,0,3,0,4,16,0,27,7,6,8,8,0,0,0,14,6,0,0,0,9,0,25,11,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,6,0,4,25,27,0,0,9,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,7,0,8,0,0,6,0,7,5,0,13,3,12,14,0,10,36,7,7,0,0,0,0,6,0,0,0,14,8,0,7,0,8,9,0,195,186,817,558,519,501,430,3756,2415,362,341,1128,676,104,63,103,118,1031,770,729,639,445,4684,2094,463,268,1069,451,85,0,113,173,300,293,343,447,226,755,286,28,32,65,11,0,19,47,109,340,190,312,256,216,878,210,75,31,173,82,8,0
"G0100530","1990",,,,,,,"Escambia","053",,"6","9999",,"9999","3","Alabama","01",,"Escambia County",236,392,1172,654,665,598,504,3696,1520,246,116,527,259,66,13,115,325,1707,768,784,640,477,4145,1518,307,235,537,276,22,7,121,181,826,391,491,291,231,2871,1173,193,102,486,217,66,13,69,120,1219,545,485,364,314,3248,1206,241,185,345,201,22,7,115,192,296,246,153,298,258,751,310,50,12,38,42,0,0,44,173,427,210,259,269,141,807,285,47,37,192,75,0,0,0,17,47,17,21,9,15,71,35,0,2,0,0,0,0,2,29,55,13,37,7,19,77,24,19,13,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,2,3,0,0,0,0,0,0,0,6,0,3,0,0,13,0,0,0,0,0,0,0,0,0,8,0,0,7,15,24,3,0,0,0,0,0,0,0,0,16,0,8,6,2,12,0,5,0,12,0,0,0,121,181,818,391,491,291,216,2847,1170,193,102,486,217,66,13,69,120,1213,545,477,364,312,3241,1206,236,185,333,201,22,7,115,192,296,246,153,291,258,751,310,50,12,38,42,0,0,44,173,427,210,259,263,141,807,285,47,37,192,75,0,0
"G0100550","1990",,,,,,,"Etowah","055",,"6","2880",,"9999","3","Alabama","01",,"Etowah County",313,818,3096,1401,1795,1201,1298,9093,5713,1151,716,2160,698,405,74,387,724,4178,2277,2551,2011,1538,11101,5588,1125,908,1916,1205,225,6,198,652,2682,1267,1526,968,1117,7971,5227,965,616,2049,622,381,74,264,465,3639,2076,2132,1570,1278,9851,4919,970,835,1759,1052,203,6,115,166,407,126,269,233,176,1080,443,178,79,80,60,5,0,111,251,500,192,407,416,255,1215,613,137,73,134,145,15,0,0,0,7,1,0,0,5,28,7,8,0,12,0,0,0,0,0,21,9,6,15,0,20,27,10,0,7,0,7,0,0,0,0,0,0,0,0,7,36,0,21,13,16,8,0,0,8,7,0,6,8,5,15,22,8,0,16,8,0,0,0,0,0,7,0,0,0,7,0,0,0,6,0,11,0,12,0,11,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,7,6,0,0,7,7,0,5,6,0,11,0,12,0,11,0,0,8,0,37,32,0,6,5,0,0,0,198,652,2682,1267,1520,968,1117,7971,5220,965,611,2049,622,381,74,264,465,3639,2076,2132,1570,1278,9814,4900,970,829,1754,1052,203,6,115,166,407,126,269,233,176,1080,443,178,79,80,60,5,0,111,251,500,192,407,416,255,1215,613,137,73,134,145,15,0
"G0100570","1990",,,,,,,"Fayette","057",,"6","9999",,"9999","3","Alabama","01",,"Fayette County",79,233,829,393,322,226,209,1765,667,74,75,351,97,50,12,108,163,985,553,469,319,172,1935,858,159,84,300,154,31,0,63,198,749,363,298,187,186,1546,571,68,75,343,95,50,12,97,130,859,530,433,259,139,1700,713,148,73,273,154,31,0,4,23,64,30,24,39,23,219,86,6,0,8,2,0,0,11,33,126,23,36,60,33,235,145,11,11,27,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,19,27,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,0,0,6,0,0,0,0,0,0,0,63,191,738,363,298,187,186,1546,565,68,75,343,95,50,12,97,130,859,521,433,259,139,1694,713,148,73,273,154,31,0,4,23,64,30,24,39,23,219,86,6,0,8,2,0,0,11,33,126,23,36,60,33,235,145,11,11,27,0,0,0
