GISJOIN,YEAR,ANRCA,AIANHHA,RES_ONLYA,TRUSTA,RES_TRSTA,BLCK_GRPA,TRACTA,CD101A,C_CITYA,COUNTY,COUNTYA,CTY_SUBA,DIVISIONA,MSA_CMSAA,PLACEA,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,ZIPA,CD103A,ANPSADPI,E34001,E34002,E34003,E34004,E34005,E34006,E34007,E34008,E34009,E34010,E34011,E34012,E34013,E34014,E34015,E34016,E34017,E34018,E34019,E34020,E34021,E34022,E34023,E34024,E34025,E34026,E34027,E34028,E34029,E34030,E34031,E34032,E34033,E34034,E34035,E35001,E35002,E35003,E35004,E35005,E35006,E35007
"G2902170","1990",,,,,,,,,,"Vernon","217",,"4","9999",,"9999","2","Missouri","29",,,,,"Vernon County",1874,2053,4603,1634,437,1002,593,17,0,0,6,0,0,0,0,5,50,0,0,2,4,5,7,6,0,0,0,0,0,0,0,0,0,0,6,2,3,6,0,0,0,13
"G2902190","1990",,,,,,,,,,"Warren","219",,"4","9999",,"9999","2","Missouri","29",,,,,"Warren County",1734,2105,4776,1903,515,695,421,66,69,40,57,14,7,10,0,9,42,2,0,0,0,0,0,9,7,0,0,0,0,24,0,10,0,0,0,19,16,10,21,0,8,6
"G2902210","1990",,,,,,,,,,"Washington","221",,"4","9999",,"9999","2","Missouri","29",,,,,"Washington County",3332,2573,3856,1249,312,484,201,89,78,19,133,0,0,0,21,10,8,7,0,8,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,12,19,0,0,0,0,0
"G2902230","1990",,,,,,,,,,"Wayne","223",,"4","9999",,"9999","2","Missouri","29",,,,,"Wayne County",2391,1607,2450,782,153,303,155,0,0,0,0,0,0,0,8,17,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,0,0
"G2902250","1990",,,,,,,,,,"Webster","225",,"4","9999",,"9999","2","Missouri","29",,,,,"Webster County",2242,2535,5789,2233,426,777,449,25,64,46,29,5,9,5,24,17,58,19,6,9,16,0,0,14,0,0,0,0,0,4,0,0,0,0,0,14,11,22,12,0,0,4
"G2902270","1990",,,,,,,,,,"Worth","227",,"4","9999",,"9999","2","Missouri","29",,,,,"Worth County",206,231,767,317,32,95,54,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2902290","1990",,,,,,,,,,"Wright","229",,"4","9999",,"9999","2","Missouri","29",,,,,"Wright County",2381,1871,4115,1172,231,516,255,4,11,0,10,0,0,0,32,31,52,13,9,0,0,0,0,0,0,0,9,9,0,2,0,0,7,7,0,0,16,19,10,0,10,0
"G2905100","1990",,,,,,,,,,"St Louis City","510",,"4","7040",,"9999","2","Missouri","29",,,,,"St. Louis city",23819,23868,39351,23747,5738,18416,11120,17456,28831,28930,18381,3933,5501,2931,172,184,225,131,50,48,42,419,180,301,187,65,355,611,200,93,158,170,19,111,42,568,460,626,442,93,334,172
"G3000010","1990",,,,,,,,,,"Beaverhead","001",,"8","9999",,"9999","4","Montana","30",,,,,"Beaverhead County",311,485,1672,1267,276,726,331,0,0,0,0,0,0,0,7,10,0,27,0,0,0,0,5,0,6,0,0,0,8,0,0,0,0,0,0,13,0,25,11,0,0,0
"G3000030","1990",,,,,,,,,,"Big Horn","003",,"8","9999",,"9999","4","Montana","30",,,,,"Big Horn County",460,522,1017,532,210,446,133,0,0,5,5,0,0,0,259,648,642,919,125,147,63,0,0,13,0,0,0,0,4,10,18,5,0,0,0,12,34,39,5,10,0,11
"G3000050","1990",,,,,,,,,,"Blaine","005",,"8","9999",,"9999","4","Montana","30",,,,,"Blaine County",390,378,892,498,114,389,102,0,0,0,0,0,0,2,184,221,286,310,117,65,12,2,0,0,0,0,0,0,2,0,6,0,0,0,0,2,0,9,6,0,2,0
"G3000070","1990",,,,,,,,,,"Broadwater","007",,"8","9999",,"9999","4","Montana","30",,,,,"Broadwater County",141,411,826,364,108,232,62,0,0,0,0,0,0,0,2,6,8,10,0,0,0,0,10,0,0,0,0,0,0,0,3,1,0,0,0,0,2,3,5,0,2,0
"G3000090","1990",,,,,,,,,,"Carbon","009",,"8","9999",,"9999","4","Montana","30",,,,,"Carbon County",725,495,1860,1097,330,774,286,0,0,0,0,0,0,0,2,6,5,5,0,4,13,0,0,0,2,0,0,0,0,3,0,0,0,2,0,2,6,3,3,5,2,3
"G3000110","1990",,,,,,,,,,"Carter","011",,"8","9999",,"9999","4","Montana","30",,,,,"Carter County",129,115,357,243,67,84,27,0,0,0,0,0,0,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,2,0,0,0
"G3000130","1990",,,,,,,,,,"Cascade","013",,"8","3040",,"9999","4","Montana","30",,,,,"Cascade County",2787,4896,17080,10671,2492,6023,2704,20,38,107,175,51,94,13,173,347,436,267,65,76,26,50,43,162,76,17,58,33,17,39,56,62,24,20,0,48,87,173,168,38,43,16
"G3000150","1990",,,,,,,,,,"Chouteau","015",,"8","9999",,"9999","4","Montana","30",,,,,"Chouteau County",219,348,1262,825,244,498,101,0,0,0,0,0,0,0,20,13,27,27,22,3,0,0,0,7,2,0,8,0,2,0,3,0,0,0,0,2,2,11,2,2,0,0
"G3000170","1990",,,,,,,,,,"Custer","017",,"8","9999",,"9999","4","Montana","30",,,,,"Custer County",873,818,2417,1540,639,1001,203,9,0,0,0,0,0,0,12,0,21,8,0,6,0,0,0,0,0,0,0,0,12,24,32,7,8,8,6,12,24,43,12,21,21,6
"G3000190","1990",,,,,,,,,,"Daniels","019",,"8","9999",,"9999","4","Montana","30",,,,,"Daniels County",244,162,564,348,84,149,31,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"G3000210","1990",,,,,,,,,,"Dawson","021",,"8","9999",,"9999","4","Montana","30",,,,,"Dawson County",997,552,1937,1328,510,608,201,0,0,0,0,0,0,0,21,5,7,0,0,0,10,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,21,9,0,0,0,0
"G3000230","1990",,,,,,,,,,"Deer Lodge","023",,"8","9999",,"9999","4","Montana","30",,,,,"Deer Lodge County",702,980,2832,1175,320,504,304,7,5,6,0,0,0,0,77,13,27,35,7,0,0,0,0,0,7,0,0,0,0,6,0,0,0,0,0,6,6,25,0,0,0,8
"G3000250","1990",,,,,,,,,,"Fallon","025",,"8","9999",,"9999","4","Montana","30",,,,,"Fallon County",314,182,827,342,124,160,52,0,0,0,0,0,0,0,0,2,3,0,0,2,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0
"G3000270","1990",,,,,,,,,,"Fergus","027",,"8","9999",,"9999","4","Montana","30",,,,,"Fergus County",889,945,2994,1557,513,890,294,5,0,0,0,0,0,0,11,7,45,28,7,0,0,0,0,6,0,0,2,0,0,0,6,0,0,0,0,8,0,29,8,0,2,3
"G3000290","1990",,,,,,,,,,"Flathead","029",,"8","9999",,"9999","4","Montana","30",,,,,"Flathead County",2531,4189,12918,8967,2642,4822,1757,5,0,0,8,0,0,0,66,51,254,175,46,16,16,19,28,48,12,14,26,6,16,7,12,27,0,6,0,77,59,85,52,10,21,10
"G3000310","1990",,,,,,,,,,"Gallatin","031",,"8","9999",,"9999","4","Montana","30",,,,,"Gallatin County",884,1869,7295,7369,1515,6271,3393,0,0,5,6,0,14,0,11,9,50,130,38,37,27,11,27,55,40,6,82,57,0,0,32,29,0,14,0,9,24,93,118,12,57,34
"G3000330","1990",,,,,,,,,,"Garfield","033",,"8","9999",,"9999","4","Montana","30",,,,,"Garfield County",167,112,394,209,52,79,11,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"G3000350","1990",,,,,,,,,,"Glacier","035",,"8","9999",,"9999","4","Montana","30",,,,,"Glacier County",439,386,1059,618,182,546,205,0,0,2,0,0,2,0,283,752,1002,719,250,139,79,9,0,9,4,0,0,0,0,0,0,0,0,0,0,4,10,16,6,6,0,2
"G3000370","1990",,,,,,,,,,"Golden Valley","037",,"8","9999",,"9999","4","Montana","30",,,,,"Golden Valley County",112,55,198,118,31,72,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3000390","1990",,,,,,,,,,"Granite","039",,"8","9999",,"9999","4","Montana","30",,,,,"Granite County",165,252,602,316,96,214,69,0,0,0,0,0,0,0,0,0,2,4,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,6,2,0,0,0
"G3000410","1990",,,,,,,,,,"Hill","041",,"8","9999",,"9999","4","Montana","30",,,,,"Hill County",990,904,2769,2105,790,1257,578,0,0,0,0,0,0,0,172,210,256,304,137,72,21,15,0,9,0,0,0,0,0,7,18,15,0,0,0,7,9,28,17,0,0,9
"G3000430","1990",,,,,,,,,,"Jefferson","043",,"8","9999",,"9999","4","Montana","30",,,,,"Jefferson County",491,431,1686,1032,321,805,261,0,0,0,0,0,0,2,10,9,26,15,16,0,2,0,0,6,2,0,0,0,21,0,0,3,0,0,0,21,2,22,5,0,0,2
"G3000450","1990",,,,,,,,,,"Judith Basin","045",,"8","9999",,"9999","4","Montana","30",,,,,"Judith Basin County",110,199,527,321,104,245,67,0,0,0,0,0,0,0,2,0,5,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2
"G3000470","1990",,,,,,,,,,"Lake","047",,"8","9999",,"9999","4","Montana","30",,,,,"Lake County",1175,1213,3901,2254,548,1389,544,6,0,0,0,0,0,0,281,307,706,483,222,98,27,0,0,0,5,1,0,8,3,4,4,12,0,3,0,19,15,46,30,13,6,2
"G3000490","1990",,,,,,,,,,"Lewis And Clark","049",,"8","9999",,"9999","4","Montana","30",,,,,"Lewis and Clark County",1210,2394,9665,6465,1497,5614,2692,0,12,0,4,0,5,0,70,75,206,92,35,77,12,11,14,69,20,7,38,0,17,7,23,0,7,0,13,43,15,61,38,8,36,29
"G3000510","1990",,,,,,,,,,"Liberty","051",,"8","9999",,"9999","4","Montana","30",,,,,"Liberty County",228,104,443,340,90,208,39,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3000530","1990",,,,,,,,,,"Lincoln","053",,"8","9999",,"9999","4","Montana","30",,,,,"Lincoln County",1281,1645,4363,1862,448,1010,373,0,0,0,0,0,0,0,32,32,80,27,7,0,0,8,0,0,5,7,8,16,2,0,12,0,0,0,0,9,11,65,8,0,0,6
"G3000550","1990",,,,,,,,,,"McCone","055",,"8","9999",,"9999","4","Montana","30",,,,,"McCone County",194,104,586,290,83,172,38,0,0,0,0,0,2,0,0,6,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3000570","1990",,,,,,,,,,"Madison","057",,"8","9999",,"9999","4","Montana","30",,,,,"Madison County",239,357,1511,923,231,618,187,0,0,0,0,0,0,0,6,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,15,13,10,11,0
"G3000590","1990",,,,,,,,,,"Meagher","059",,"8","9999",,"9999","4","Montana","30",,,,,"Meagher County",165,156,443,222,59,127,48,0,0,0,0,0,0,0,0,2,4,0,2,2,0,0,0,0,2,0,0,0,0,0,1,2,0,1,0,0,2,5,4,2,1,0
"G3000610","1990",,,,,,,,,,"Mineral","061",,"8","9999",,"9999","4","Montana","30",,,,,"Mineral County",213,345,795,442,78,217,64,0,0,0,0,0,0,0,8,5,16,2,0,0,0,0,0,3,2,0,0,7,0,0,0,0,0,0,0,2,6,4,7,0,7,0
"G3000630","1990",,,,,,,,,,"Missoula","063",,"8","9999",,"9999","4","Montana","30",,,,,"Missoula County",2267,4438,13344,11223,2400,8889,4164,9,4,29,25,0,8,0,47,134,203,339,46,124,40,51,46,77,67,28,94,39,7,18,23,48,0,11,5,7,80,79,125,39,53,36
"G3000650","1990",,,,,,,,,,"Musselshell","065",,"8","9999",,"9999","4","Montana","30",,,,,"Musselshell County",344,473,1107,476,89,224,97,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,2,2,0,2,0,0,0,2,3,0,0,0,31,0,6,13,0,0,0
"G3000670","1990",,,,,,,,,,"Park","067",,"8","9999",,"9999","4","Montana","30",,,,,"Park County",632,1171,3500,2108,569,1352,549,0,0,18,24,7,14,0,9,6,24,0,0,0,0,0,14,11,8,0,18,0,7,4,7,10,16,8,7,18,0,42,25,23,28,7
"G3000690","1990",,,,,,,,,,"Petroleum","069",,"8","9999",,"9999","4","Montana","30",,,,,"Petroleum County",23,32,141,64,12,52,7,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3000710","1990",,,,,,,,,,"Phillips","071",,"8","9999",,"9999","4","Montana","30",,,,,"Phillips County",455,308,1095,578,195,320,96,0,0,0,0,1,0,0,44,39,79,32,19,6,8,0,0,3,0,0,0,0,0,3,0,2,0,0,0,0,3,7,2,0,0,0
"G3000730","1990",,,,,,,,,,"Pondera","073",,"8","9999",,"9999","4","Montana","30",,,,,"Pondera County",485,431,1313,750,134,455,147,0,0,0,8,0,0,0,49,95,87,78,8,0,7,11,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3000750","1990",,,,,,,,,,"Powder River","075",,"8","9999",,"9999","4","Montana","30",,,,,"Powder River County",166,169,433,289,93,169,40,0,0,0,0,0,0,0,0,4,3,2,2,0,2,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6,8,3,0,0,0
"G3000770","1990",,,,,,,,,,"Powell","077",,"8","9999",,"9999","4","Montana","30",,,,,"Powell County",362,510,1620,794,161,514,230,0,0,0,0,0,0,0,84,84,30,32,0,0,0,0,14,0,0,0,0,0,0,0,5,36,0,0,0,7,0,10,14,0,0,0
"G3000790","1990",,,,,,,,,,"Prairie","079",,"8","9999",,"9999","4","Montana","30",,,,,"Prairie County",184,97,329,208,35,112,19,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0
"G3000810","1990",,,,,,,,,,"Ravalli","081",,"8","9999",,"9999","4","Montana","30",,,,,"Ravalli County",1199,2238,5933,3393,673,2108,871,0,0,0,0,0,3,0,15,21,72,34,12,24,0,0,0,8,0,0,16,6,4,0,0,2,0,0,0,13,11,16,24,12,7,8
"G3000830","1990",,,,,,,,,,"Richland","083",,"8","9999",,"9999","4","Montana","30",,,,,"Richland County",847,733,2297,1244,514,685,199,0,7,0,0,0,0,0,15,13,46,5,0,8,0,0,0,7,0,0,0,0,5,14,16,0,0,0,0,32,28,41,0,6,0,13
"G3000850","1990",,,,,,,,,,"Roosevelt","085",,"8","9999",,"9999","4","Montana","30",,,,,"Roosevelt County",412,505,1163,827,361,392,170,0,0,0,2,2,0,0,272,686,759,419,158,102,42,3,3,0,5,0,4,0,0,0,2,0,1,2,0,3,4,24,5,3,2,0
"G3000870","1990",,,,,,,,,,"Rosebud","087",,"8","9999",,"9999","4","Montana","30",,,,,"Rosebud County",308,473,1901,877,378,594,144,0,0,0,12,0,0,0,123,352,273,303,52,21,20,0,0,7,0,0,11,0,0,22,8,5,6,0,0,7,47,39,5,6,0,0
"G3000890","1990",,,,,,,,,,"Sanders","089",,"8","9999",,"9999","4","Montana","30",,,,,"Sanders County",538,766,2228,799,221,582,227,2,0,0,2,0,0,0,31,57,94,82,7,13,4,0,3,3,2,0,10,2,8,5,3,0,0,3,0,10,7,19,3,0,7,0
"G3000910","1990",,,,,,,,,,"Sheridan","091",,"8","9999",,"9999","4","Montana","30",,,,,"Sheridan County",591,245,1141,680,220,305,76,0,0,0,0,0,0,0,0,4,15,4,2,2,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,2,0,2,4,2,0,0
"G3000930","1990",,,,,,,,,,"Silver Bow","093",,"8","9999",,"9999","4","Montana","30",,,,,"Silver Bow County",1998,2705,8303,4199,745,2778,1179,0,0,0,8,0,0,0,21,82,113,23,19,0,0,28,6,0,48,0,26,22,9,14,65,13,7,0,12,48,40,208,34,13,0,12
"G3000950","1990",,,,,,,,,,"Stillwater","095",,"8","9999",,"9999","4","Montana","30",,,,,"Stillwater County",386,540,1573,863,171,509,219,0,0,0,0,0,0,0,9,12,5,22,0,6,0,0,0,0,0,9,0,0,0,0,11,0,5,1,0,0,6,13,5,14,1,0
"G3000970","1990",,,,,,,,,,"Sweet Grass","097",,"8","9999",,"9999","4","Montana","30",,,,,"Sweet Grass County",229,226,764,377,133,357,79,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3000990","1990",,,,,,,,,,"Teton","099",,"8","9999",,"9999","4","Montana","30",,,,,"Teton County",500,424,1382,815,177,567,158,0,0,0,0,0,0,0,6,11,13,11,7,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,0,0,0,0
"G3001010","1990",,,,,,,,,,"Toole","101",,"8","9999",,"9999","4","Montana","30",,,,,"Toole County",435,290,1020,740,288,385,77,0,7,0,0,0,0,0,2,8,7,24,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0
"G3001030","1990",,,,,,,,,,"Treasure","103",,"8","9999",,"9999","4","Montana","30",,,,,"Treasure County",33,45,234,145,30,62,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0
"G3001050","1990",,,,,,,,,,"Valley","105",,"8","9999",,"9999","4","Montana","30",,,,,"Valley County",458,586,2068,970,324,549,148,0,0,0,0,0,0,0,38,91,124,61,25,26,2,0,0,0,0,7,0,0,0,0,2,0,0,0,0,6,0,8,5,2,3,0
"G3001070","1990",,,,,,,,,,"Wheatland","107",,"8","9999",,"9999","4","Montana","30",,,,,"Wheatland County",271,140,547,269,88,125,31,0,0,0,0,0,0,0,0,4,8,2,0,0,0,0,0,2,0,0,2,0,0,0,3,0,0,0,0,3,3,5,0,0,0,0
"G3001090","1990",,,,,,,,,,"Wibaux","109",,"8","9999",,"9999","4","Montana","30",,,,,"Wibaux County",147,106,238,173,46,66,18,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"G3001110","1990",,,,,,,,,,"Yellowstone","111",,"8","0880",,"9999","4","Montana","30",,,,,"Yellowstone County",4857,6308,22796,17177,3843,11304,3967,12,40,49,40,16,22,0,85,197,484,410,138,196,70,36,7,51,38,5,49,47,179,183,139,79,12,20,0,349,401,388,175,30,49,6
"G3001130","1990",,,,,,,,,,"Yellowstone National Park","113",,"8","9999",,"9999","4","Montana","30",,,,,"Yellowstone National Park",0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3100010","1990",,,,,,,,,,"Adams","001",,"4","9999",,"9999","2","Nebraska","31",,,,,"Adams County",1315,2223,6889,4071,1504,2053,914,11,0,8,12,0,7,0,8,12,12,6,0,0,0,22,0,6,4,0,7,12,3,8,17,14,0,0,0,11,8,37,14,0,0,6
"G3100030","1990",,,,,,,,,,"Antelope","003",,"4","9999",,"9999","2","Nebraska","31",,,,,"Antelope County",633,496,2280,852,332,381,118,0,13,0,0,0,0,0,3,3,2,0,0,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
"G3100050","1990",,,,,,,,,,"Arthur","005",,"4","9999",,"9999","2","Nebraska","31",,,,,"Arthur County",30,22,105,82,36,37,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3100070","1990",,,,,,,,,,"Banner","007",,"4","9999",,"9999","2","Nebraska","31",,,,,"Banner County",28,39,226,152,45,57,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,6,2,0,0,0
"G3100090","1990",,,,,,,,,,"Blaine","009",,"4","9999",,"9999","2","Nebraska","31",,,,,"Blaine County",39,27,221,60,29,60,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3100110","1990",,,,,,,,,,"Boone","011",,"4","9999",,"9999","2","Nebraska","31",,,,,"Boone County",621,423,1945,736,224,313,95,0,0,0,0,0,0,0,0,0,6,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
"G3100130","1990",,,,,,,,,,"Box Butte","013",,"4","9999",,"9999","2","Nebraska","31",,,,,"Box Butte County",518,647,3605,1483,543,780,284,5,0,0,0,0,0,0,40,41,68,25,0,0,0,0,6,9,20,0,0,0,35,18,62,18,0,0,0,67,64,150,21,7,0,0
"G3100150","1990",,,,,,,,,,"Boyd","015",,"4","9999",,"9999","2","Nebraska","31",,,,,"Boyd County",348,201,790,316,112,163,31,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3100170","1990",,,,,,,,,,"Brown","017",,"4","9999",,"9999","2","Nebraska","31",,,,,"Brown County",272,231,1125,446,124,220,61,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,3,2,0,6,0
"G3100190","1990",,,,,,,,,,"Buffalo","019",,"4","9999",,"9999","2","Nebraska","31",,,,,"Buffalo County",1435,1902,6385,4579,1253,3190,1638,0,0,0,5,0,17,14,0,3,5,22,6,0,10,6,0,8,0,0,8,7,99,14,56,32,15,22,0,139,18,116,68,15,22,8
"G3100210","1990",,,,,,,,,,"Burt","021",,"4","9999",,"9999","2","Nebraska","31",,,,,"Burt County",532,661,2262,858,295,527,200,0,0,2,0,1,0,0,3,10,19,4,3,0,0,0,0,0,0,2,1,0,2,3,7,5,0,2,0,2,3,7,5,0,2,0
"G3100230","1990",,,,,,,,,,"Butler","023",,"4","9999",,"9999","2","Nebraska","31",,,,,"Butler County",933,623,2356,792,487,347,109,0,0,0,5,0,0,0,0,6,4,2,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0
"G3100250","1990",,,,,,,,,,"Cass","025",,"4","9999",,"9999","2","Nebraska","31",,,,,"Cass County",834,1533,5182,3073,924,1333,476,0,0,0,11,0,0,0,0,30,10,11,1,7,0,16,1,16,8,0,4,7,1,6,2,12,0,6,0,5,21,10,28,7,9,0
"G3100270","1990",,,,,,,,,,"Cedar","027",,"4","9999",,"9999","2","Nebraska","31",,,,,"Cedar County",1084,493,2605,1007,514,452,197,0,0,0,0,0,2,0,5,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0
"G3100290","1990",,,,,,,,,,"Chase","029",,"4","9999",,"9999","2","Nebraska","31",,,,,"Chase County",344,256,1072,550,221,326,110,0,3,0,0,0,0,0,2,4,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,35,2,0,5,4,2,0
"G3100310","1990",,,,,,,,,,"Cherry","031",,"4","9999",,"9999","2","Nebraska","31",,,,,"Cherry County",466,521,1480,826,242,410,140,0,0,0,0,0,0,0,24,31,18,25,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0
"G3100330","1990",,,,,,,,,,"Cheyenne","033",,"4","9999",,"9999","2","Nebraska","31",,,,,"Cheyenne County",541,654,2170,1321,525,713,223,0,0,0,0,0,0,0,5,0,5,5,4,0,0,0,0,0,2,0,0,4,17,13,15,8,9,0,0,43,16,33,12,9,0,0
"G3100350","1990",,,,,,,,,,"Clay","035",,"4","9999",,"9999","2","Nebraska","31",,,,,"Clay County",584,506,1925,844,323,424,135,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,1,2,3,1,0,0,12,2,6,5,0,0,0,12,6,8,6,0,0,0
"G3100370","1990",,,,,,,,,,"Colfax","037",,"4","9999",,"9999","2","Nebraska","31",,,,,"Colfax County",1061,673,2407,894,401,339,173,0,0,3,0,2,0,0,3,3,4,3,0,0,0,2,2,0,0,0,0,0,31,0,0,0,0,0,0,70,19,16,0,0,0,3
"G3100390","1990",,,,,,,,,,"Cuming","039",,"4","9999",,"9999","2","Nebraska","31",,,,,"Cuming County",1255,642,2611,902,476,563,225,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3100410","1990",,,,,,,,,,"Custer","041",,"4","9999",,"9999","2","Nebraska","31",,,,,"Custer County",775,825,3651,1653,477,625,266,0,0,0,0,0,0,0,12,5,13,12,0,6,0,0,0,0,0,0,0,0,6,2,4,0,6,0,0,6,2,12,10,6,0,0
"G3100430","1990",,,,,,,,,,"Dakota","043",,"4","7720",,"9999","2","Nebraska","31",,,,,"Dakota County",949,1276,4024,1595,554,771,404,14,20,21,0,5,0,0,5,23,83,13,5,0,0,57,34,33,18,7,2,11,139,30,52,5,2,0,0,264,65,69,24,0,0,0
"G3100450","1990",,,,,,,,,,"Dawes","045",,"4","9999",,"9999","2","Nebraska","31",,,,,"Dawes County",429,548,1546,1079,199,769,378,0,0,0,0,0,0,0,23,18,20,14,2,22,0,0,0,0,13,0,0,10,0,0,0,29,0,0,0,6,20,1,0,2,0,0
"G3100470","1990",,,,,,,,,,"Dawson","047",,"4","9999",,"9999","2","Nebraska","31",,,,,"Dawson County",1145,1542,5281,2314,960,1172,426,0,0,4,0,0,0,0,0,4,10,16,0,0,0,0,0,17,4,0,0,0,33,39,46,19,0,0,0,78,77,109,35,5,0,0
"G3100490","1990",,,,,,,,,,"Deuel","049",,"4","9999",,"9999","2","Nebraska","31",,,,,"Deuel County",156,143,584,336,85,129,66,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,3,1,2,9,9,2,0,2,0,0,21,18,21,8,2,0,0
"G3100510","1990",,,,,,,,,,"Dixon","051",,"4","9999",,"9999","2","Nebraska","31",,,,,"Dixon County",458,501,1685,717,224,292,126,0,0,0,0,0,0,0,0,4,0,0,0,0,24,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
"G3100530","1990",,,,,,,,,,"Dodge","053",,"4","9999",,"9999","2","Nebraska","31",,,,,"Dodge County",2156,2645,9147,4215,1077,2094,904,0,0,0,5,0,0,6,0,23,26,13,6,0,0,6,25,38,13,6,28,0,2,7,0,0,0,0,0,2,21,11,8,0,0,0
"G3100550","1990",,,,,,,,,,"Douglas","055",,"4","5920",,"9999","2","Nebraska","31",,,,,"Douglas County",10316,21619,70132,54706,14451,42186,18896,2271,4885,7339,5772,1014,1772,664,101,195,382,291,58,103,34,152,119,392,440,111,482,736,539,363,604,463,74,145,69,984,876,1377,1052,203,452,153
"G3100570","1990",,,,,,,,,,"Dundy","057",,"4","9999",,"9999","2","Nebraska","31",,,,,"Dundy County",224,287,647,232,156,195,37,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
