GISJOIN,YEAR,FSTATUS,REGIONA,DIVISIONA,STATE,STATEA,SMSAA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,ENUMDISTA,SCSAA,URB_AREAA,CDA,AIANHHA,MCDSEQNO,ZIPA,SEA,UATYPE,PLACDESC,CBD,INDSUBR,AREANAME,SUPFLG01,SUPFLG02,SUPFLG03,SUPFLG04,SUPFLG05,SUPFLG06,SUPFLG07,SUPFLG08,SUPFLG09,SUPFLG10,SUPFLG11,SUPFLG12,SUPFLG13,SUPFLG14,SUPFLG15,SUPFLG16,SUPFLG17,SUPFLG18,SUPFLG19,SUPFLG20,SUPFLG21,SUPFLG22,SUPFLG23,SUPFLG24,SUPFLG25,SUPFLG26,SUPFLG27,DHZ001,DHZ002,DHZ003,DHZ004,DHZ005,DHZ006,DHZ007,DHZ008
"G4700210","1980","A","3","6","Tennessee","47","5360","Cheatham","021",,,,,,,,,,,,"04",,,,,"CHEATHAM",,,,"1","1",,,,,,,,,,,,,,,,,,"1","1",,,,0,49,4,13,0,28,13,25
"G4700230","1980","A","3","6","Tennessee","47",,"Chester","023",,,,,,,,,,,,"02",,,,,"CHESTER",,,"1",,"1",,,,,"1",,"1",,,,,,,,,,,"1",,"1",,,0,30,0,7,0,15,0,5
"G4700250","1980","A","3","6","Tennessee","47",,"Claiborne","025",,,,,,,,,,,,"08",,,,,"CLAIBORNE",,,,,"1",,,,,,"1",,"1",,,,,"1","1",,,,"1",,"1","1",,0,8,11,21,0,10,0,27
"G4700270","1980","A","3","6","Tennessee","47",,"Clay","027",,,,,,,,,,,,"06",,,,,"CLAY",,,"1","1",,"1",,,,"1","1",,,"1",,,,,,"1",,,"1","1",,,,0,0,0,0,0,0,0,0
"G4700290","1980","A","3","6","Tennessee","47",,"Cocke","029",,,,,,,,,,,,"08",,,,,"COCKE",,,,"1",,,,,,,"1",,"1",,,,,,"1",,,,,"1",,,,0,68,0,26,0,25,8,65
"G4700310","1980","A","3","6","Tennessee","47",,"Coffee","031",,,,,,,,,,,,"06",,,,,"COFFEE",,,,"1",,,,,,,"1",,"1",,,,,,,,,,,,"1",,,6,32,7,12,0,20,0,27
"G4700330","1980","A","3","6","Tennessee","47",,"Crockett","033",,,,,,,,,,,,"01",,,,,"CROCKETT",,,,"1","1",,,,,,"1","1",,,,,,"1","1",,,,"1","1",,"1",,0,21,0,22,0,19,2,30
"G4700350","1980","A","3","6","Tennessee","47",,"Cumberland","035",,,,,,,,,,,,"07",,,,,"CUMBERLAND",,,,,"1",,,,,,"1","1",,,,,,,,,,"1",,,"1","1",,0,67,7,27,0,32,3,72
"G4700370","1980","B","3","6","Tennessee","47","5360","Davidson","037",,,,,,,,,,,,"B",,,,,"DAVIDSON",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,623,64,421,0,585,27,684
"G4700390","1980","A","3","6","Tennessee","47",,"Decatur","039",,,,,,,,,,,,"02",,,,,"DECATUR",,,,"1","1",,,,,"1","1",,,,,,,,,,,,"1","1",,,,0,43,4,0,0,15,0,15
"G4700410","1980","A","3","6","Tennessee","47",,"DeKalb","041",,,,,,,,,,,,"06",,,,,"DE KALB",,,,"1","1",,,,,,"1","1",,,,,,"1","1",,,,,,,"1",,0,32,7,22,0,26,7,12
"G4700430","1980","A","3","6","Tennessee","47","5360","Dickson","043",,,,,,,,,,,,"03",,,,,"DICKSON",,,,,"1",,,,,,,"1","1",,,,,,"1",,,,,,,,,0,36,0,9,0,48,9,28
"G4700450","1980","A","3","6","Tennessee","47",,"Dyer","045",,,,,,,,,,,,"01",,,,,"DYER",,,,,"1",,,,,,"1",,"1",,,,,"1",,,,,"1","1",,,,6,66,0,31,0,51,8,45
"G4700470","1980","A","3","6","Tennessee","47",,"Fayette","047",,,,,,,,,,,,"01",,,,,"FAYETTE",,,,"1","1",,,,,,"1",,"1",,,,"1","1",,,,"1",,,,,,0,54,3,79,0,41,0,83
"G4700490","1980","A","3","6","Tennessee","47",,"Fentress","049",,,,,,,,,,,,"07",,,,,"FENTRESS",,,"1",,"1",,,,,"1",,"1",,,,"1",,,"1",,,"1","1",,,,,0,25,0,20,0,9,0,31
"G4700510","1980","A","3","6","Tennessee","47",,"Franklin","051",,,,,,,,,,,,"06",,,,,"FRANKLIN",,,,,,,,,,,,,,,,,,,"1",,,,,"1",,,,0,35,24,66,0,44,4,93
"G4700530","1980","A","3","6","Tennessee","47",,"Gibson","053",,,,,,,,,,,,"01",,,,,"GIBSON",,,,,"1",,,,,,,,,,,,,,,,,,,,,,,0,68,0,32,0,34,0,66
"G4700550","1980","A","3","6","Tennessee","47",,"Giles","055",,,,,,,,,,,,"05",,,,,"GILES",,,,"1",,,,,,,"1","1",,,,,"1","1",,,,,"1",,"1",,,0,18,0,22,0,32,0,40
"G4700570","1980","A","3","6","Tennessee","47",,"Grainger","057",,,,,,,,,,,,"08",,,,,"GRAINGER",,,,"1","1",,,,,,,,,,,,,,,,,"1","1",,,"1",,0,21,0,5,0,18,6,14
"G4700590","1980","A","3","6","Tennessee","47",,"Greene","059",,,,,,,,,,,,"08",,,,,"GREENE",,,,,,,,,,,,"1","1",,,,,,"1",,,,,"1","1",,,0,23,12,42,0,47,0,63
"G4700610","1980","A","3","6","Tennessee","47",,"Grundy","061",,,,,,,,,,,,"07",,,,,"GRUNDY",,,,,"1",,,,,,,,,,,,,,,,,"1",,"1",,"1",,0,29,0,15,0,16,4,14
"G4700630","1980","A","3","6","Tennessee","47",,"Hamblen","063",,,,,,,,,,,,"08",,,,,"HAMBLEN",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,62,0,32,0,57,12,61
"G4700650","1980","A","3","6","Tennessee","47","1560","Hamilton","065",,,,,,,,,,,,"C",,,,,"HAMILTON",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,437,62,173,0,386,33,475
"G4700670","1980","A","3","6","Tennessee","47",,"Hancock","067",,,,,,,,,,,,"08",,,,,"HANCOCK",,,"1","1","1",,,,,,"1",,"1",,,"1",,,,,,,"1","1",,,,0,1,5,19,0,4,0,24
"G4700690","1980","A","3","6","Tennessee","47",,"Hardeman","069",,,,,,,,,,,,"01",,,,,"HARDEMAN",,,,"1","1",,,,,,,,,,,,,,,,,,,,,,,0,34,4,92,0,56,22,79
"G4700710","1980","A","3","6","Tennessee","47",,"Hardin","071",,,,,,,,,,,,"02",,,,,"HARDIN",,,"1",,"1",,,,,"1",,"1",,,,,"1",,"1",,,,"1",,"1",,,0,58,14,30,0,47,0,52
"G4700730","1980","A","3","6","Tennessee","47","3660","Hawkins","073",,,,,,,,,,,,"08",,,,,"HAWKINS",,,,"1",,,,,,,,,,,,,,"1","1",,,,,"1","1",,,0,36,4,24,0,9,3,56
"G4700750","1980","A","3","6","Tennessee","47",,"Haywood","075",,,,,,,,,,,,"01",,,,,"HAYWOOD",,"1",,,"1",,,,,,,,,,,,,,,,,,,,,,,0,26,30,44,0,38,17,67
"G4700770","1980","A","3","6","Tennessee","47",,"Henderson","077",,,,,,,,,,,,"02",,,,,"HENDERSON",,,,,"1",,,,,,,"1","1",,,,,"1","1",,,,,"1",,,,0,50,0,24,0,13,0,41
"G4700790","1980","A","3","6","Tennessee","47",,"Henry","079",,,,,,,,,,,,"02",,,,,"HENRY",,,,,,,,,,,"1","1",,,,,,,,,,,,"1","1",,,0,36,0,23,0,39,0,38
"G4700810","1980","A","3","6","Tennessee","47",,"Hickman","081",,,,,,,,,,,,"03",,,,,"HICKMAN",,,,,"1",,,,,,,,,,,,"1","1",,,,,"1","1",,,,0,7,0,0,0,6,8,37
"G4700830","1980","A","3","6","Tennessee","47",,"Houston","083",,,,,,,,,,,,"03",,,,,"HOUSTON",,,,"1","1",,,,,,"1","1","1",,,,,"1",,,,,"1",,"1","1",,0,7,2,0,0,11,0,11
"G4700850","1980","A","3","6","Tennessee","47",,"Humphreys","085",,,,,,,,,,,,"03",,,,,"HUMPHREYS",,,,"1","1",,,,,"1","1",,,"1",,,"1","1",,"1",,,"1","1",,,,0,10,0,0,0,13,3,11
"G4700870","1980","A","3","6","Tennessee","47",,"Jackson","087",,,,,,,,,,,,"06",,,,,"JACKSON",,,"1",,"1",,,,,"1",,,"1",,,,"1",,,,,,,,,"1",,0,22,0,7,0,2,0,14
"G4700890","1980","A","3","6","Tennessee","47",,"Jefferson","089",,,,,,,,,,,,"08",,,,,"JEFFERSON",,,,"1",,,,,,,"1","1","1",,,,,"1","1",,,,"1","1",,,,0,37,0,27,0,29,7,33
"G4700910","1980","A","3","6","Tennessee","47",,"Johnson","091",,,,,,,,,,,,"08",,,,,"JOHNSON",,,,,,,,,,"1",,"1",,,,,,,,,,"1",,,"1",,,0,7,0,11,0,0,0,23
"G4700930","1980","A","3","6","Tennessee","47","3840","Knox","093",,,,,,,,,,,,"D",,,,,"KNOX",,,,,,,,,,,,,,,,,,,,,,,,,,,,6,387,46,355,0,331,16,458
"G4700950","1980","A","3","6","Tennessee","47",,"Lake","095",,,,,,,,,,,,"01",,,,,"LAKE",,,,"1","1",,,,,,"1","1",,,,,"1",,"1",,,,"1","1",,,,0,0,11,20,0,9,0,8
"G4700970","1980","A","3","6","Tennessee","47",,"Lauderdale","097",,,,,,,,,,,,"01",,,,,"LAUDERDALE",,,,,"1",,,,,,"1",,"1",,,,,"1",,,,,"1","1",,,,0,26,0,14,0,22,11,43
"G4700990","1980","A","3","6","Tennessee","47",,"Lawrence","099",,,,,,,,,,,,"03",,,,,"LAWRENCE",,,,,"1",,,,,,,,,,,,"1","1",,,,,"1","1",,,,0,37,0,20,0,9,0,55
"G4701010","1980","A","3","6","Tennessee","47",,"Lewis","101",,,,,,,,,,,,"03",,,,,"LEWIS",,,,"1",,,,,,"1","1",,,,,,"1","1",,,,,,,,,,0,0,0,0,0,6,0,19
"G4701030","1980","A","3","6","Tennessee","47",,"Lincoln","103",,,,,,,,,,,,"05",,,,,"LINCOLN",,,,,,,,,,,"1","1",,,,,"1","1",,,,,,,,,,0,27,0,7,0,7,0,15
"G4701050","1980","A","3","6","Tennessee","47",,"Loudon","105",,,,,,,,,,,,"08",,,,,"LOUDON",,,,"1","1",,,,,,,,,,,,,,"1",,,,,"1",,,,0,11,5,30,0,22,0,53
"G4701070","1980","A","3","6","Tennessee","47",,"McMinn","107",,,,,,,,,,,,"08",,,,,"MCMINN",,,,,"1",,,,,,,,,,,,,,,,,,,,,"1",,0,22,0,24,0,30,7,9
"G4701090","1980","A","3","6","Tennessee","47",,"McNairy","109",,,,,,,,,,,,"02",,,,,"MCNAIRY",,,,"1","1",,,,,,"1","1",,,,,"1",,"1",,,,"1","1",,"1",,0,19,5,18,0,7,2,37
"G4701110","1980","A","3","6","Tennessee","47",,"Macon","111",,,,,,,,,,,,"06",,,,,"MACON",,,"1","1",,,,,,,"1",,"1",,,,,,,,,,,"1",,,,0,19,0,34,0,6,0,32
"G4701130","1980","A","3","6","Tennessee","47",,"Madison","113",,,,,,,,,,,,"01",,,,,"MADISON",,,,"1",,,,,,,,,,,,,,,,,,,,,"1",,,0,65,3,69,0,59,0,87
"G4701150","1980","A","3","6","Tennessee","47","1560","Marion","115",,,,,,,,,,,,"07",,,,,"MARION",,,,"1",,,,,,,"1","1",,,,,,"1","1",,,,,,,,,0,22,2,18,0,5,0,47
"G4701170","1980","A","3","6","Tennessee","47",,"Marshall","117",,,,,,,,,,,,"05",,,,,"MARSHALL",,,"1",,"1",,,,,"1",,"1",,,,,"1",,"1",,,,,,,,,0,22,0,2,0,15,0,18
"G4701190","1980","A","3","6","Tennessee","47",,"Maury","119",,,,,,,,,,,,"05",,,,,"MAURY",,,,"1",,,,,,,"1",,"1",,,,,,"1",,,,,,,,,0,66,6,56,0,104,0,71
"G4701210","1980","A","3","6","Tennessee","47",,"Meigs","121",,,,,,,,,,,,"08",,,,,"MEIGS",,,,"1","1","1",,,,"1",,"1",,"1",,,"1",,"1","1",,,,,,,,0,0,0,0,0,0,0,0
"G4701230","1980","A","3","6","Tennessee","47",,"Monroe","123",,,,,,,,,,,,"08",,,,,"MONROE",,,,,"1",,,,,,,,,,,,,,,,,,,,,"1",,0,41,0,3,0,7,0,23
"G4701250","1980","A","3","6","Tennessee","47","1660","Montgomery","125",,,,,,,,,,,,"04",,,,,"MONTGOMERY",,,,,,,,,,,,,,,,,,,,,,,,,,,,505,239,6,110,52,149,47,302
"G4701270","1980","A","3","6","Tennessee","47",,"Moore","127",,,,,,,,,,,,"05",,,,,"MOORE",,,"1","1",,,,,,"1","1",,,,,,"1","1",,,,,,,,,,0,0,0,0,0,0,0,0
"G4701290","1980","A","3","6","Tennessee","47",,"Morgan","129",,,,,,,,,,,,"07",,,,,"MORGAN",,,,"1",,,,,,,"1","1",,,,,,"1","1","1",,,,,,"1",,0,10,0,0,0,0,0,24
"G4701310","1980","A","3","6","Tennessee","47",,"Obion","131",,,,,,,,,,,,"01",,,,,"OBION",,,,,"1",,,,,,,"1","1",,,,,,,,,,,,"1",,,0,84,2,26,0,49,0,72
"G4701330","1980","A","3","6","Tennessee","47",,"Overton","133",,,,,,,,,,,,"06",,,,,"OVERTON",,,,,,,,,,"1","1",,,,,,"1","1",,,,,,,,"1",,0,13,0,35,0,13,0,10
"G4701350","1980","A","3","6","Tennessee","47",,"Perry","135",,,,,,,,,,,,"03",,,,,"PERRY",,,"1",,"1","1",,,,,,,,,,,,,,"1",,"1","1",,,"1",,0,0,0,0,0,0,0,0
"G4701370","1980","A","3","6","Tennessee","47",,"Pickett","137",,,,,,,,,,,,"06",,,,,"PICKETT",,,,,,,,,,,,,,,,,,,,"1",,,,,,"1",,0,18,0,0,0,16,0,0
"G4701390","1980","A","3","6","Tennessee","47",,"Polk","139",,,,,,,,,,,,"08",,,,,"POLK",,,"1","1","1",,,,,"1","1","1","1",,,,,"1","1",,,,"1",,,"1",,0,14,0,14,0,12,0,5
"G4701410","1980","A","3","6","Tennessee","47",,"Putnam","141",,,,,,,,,,,,"06",,,,,"PUTNAM",,,,,,,,,,,,,,,,,,,,,,,,"1",,,,0,50,6,67,0,58,5,73
"G4701430","1980","A","3","6","Tennessee","47",,"Rhea","143",,,,,,,,,,,,"08",,,,,"RHEA",,,,,"1",,,,,,,"1","1",,,,,,"1",,,,,"1",,,,0,12,1,11,0,27,5,40
"G4701450","1980","A","3","6","Tennessee","47",,"Roane","145",,,,,,,,,,,,"08",,,,,"ROANE",,,,"1",,,,,,,,"1","1",,,,,,"1",,,,"1","1",,,,0,73,0,39,0,73,7,91
"G4701470","1980","A","3","6","Tennessee","47","5360","Robertson","147",,,,,,,,,,,,"04",,,,,"ROBERTSON",,,,,"1",,,,,,"1","1",,,,,,"1","1",,,,,,,"1",,0,22,0,26,0,30,0,44
"G4701490","1980","A","3","6","Tennessee","47","5360","Rutherford","149",,,,,,,,,,,,"05",,,,,"RUTHERFORD",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,129,0,29,0,112,15,88
"G4701510","1980","A","3","6","Tennessee","47",,"Scott","151",,,,,,,,,,,,"07",,,,,"SCOTT",,,"1",,"1",,,,,,"1","1",,,,"1",,"1",,,,"1",,,"1",,,0,42,6,6,0,7,9,20
"G4701530","1980","A","3","6","Tennessee","47","1560","Sequatchie","153",,,,,,,,,,,,"07",,,,,"SEQUATCHIE",,,,"1","1",,,,,,,"1","1",,,"1",,,"1","1",,"1",,,,"1",,0,15,2,0,0,9,0,13
"G4701550","1980","A","3","6","Tennessee","47",,"Sevier","155",,,,,,,,,,,,"08",,,,,"SEVIER",,,,,"1",,,,,,"1","1",,,,,,"1","1",,,,,"1","1",,,0,63,0,16,0,47,5,32
"G4701570","1980","A","3","6","Tennessee","47","4920","Shelby","157",,,,,,,,,,,,"A",,,,,"SHELBY",,,,,,,,,,,,,,,,,,,,,,,,,,,,527,1189,176,633,42,1048,155,1273
"G4701590","1980","A","3","6","Tennessee","47",,"Smith","159",,,,,,,,,,,,"05",,,,,"SMITH",,,,"1","1",,,,,,"1","1",,,,,,"1","1",,,,"1","1",,"1",,0,60,0,7,0,21,0,47
"G4701610","1980","A","3","6","Tennessee","47",,"Stewart","161",,,,,,,,,,,,"03",,,,,"STEWART",,,,"1","1",,,,,,"1","1",,,,,,"1","1",,,,,,,"1",,0,10,2,13,0,7,0,22
"G4701630","1980","A","3","6","Tennessee","47","3660","Sullivan","163",,,,,,,,,,,,"08",,,,,"SULLIVAN",,,,,,,,,,,,,,,,,,,"1",,,,,,,,,0,161,7,130,0,136,14,145
"G4701650","1980","A","3","6","Tennessee","47","5360","Sumner","165",,,,,,,,,,,,"04",,,,,"SUMNER",,,,,,,,,,,,"1","1",,,,,,"1",,,,,"1","1",,,0,123,7,23,0,88,23,100
"G4701670","1980","A","3","6","Tennessee","47","4920","Tipton","167",,,,,,,,,,,,"01",,,,,"TIPTON",,,,,,,,,,,,,,,,,,"1",,,,,,"1",,,,0,27,2,29,6,49,0,32
"G4701690","1980","A","3","6","Tennessee","47",,"Trousdale","169",,,,,,,,,,,,"05",,,,,"TROUSDALE",,,"1","1",,,,,,,,,,,,,,,,,,,,,,,,0,9,0,8,0,9,0,2
"G4701710","1980","A","3","6","Tennessee","47","3660","Unicoi","171",,,,,,,,,,,,"08",,,,,"UNICOI",,,"1","1",,,,,,"1","1",,,,,,"1","1",,,,"1",,,"1",,,0,6,0,10,0,6,8,13
"G4701730","1980","A","3","6","Tennessee","47","3840","Union","173",,,,,,,,,,,,"08",,,,,"UNION",,,,"1",,,,,,,"1",,"1","1",,,,"1",,"1",,"1",,"1",,"1",,0,3,3,5,0,3,0,4
"G4701750","1980","A","3","6","Tennessee","47",,"Van Buren","175",,,,,,,,,,,,"07",,,,,"VAN BUREN",,,,,"1","1",,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
"G4701770","1980","A","3","6","Tennessee","47",,"Warren","177",,,,,,,,,,,,"06",,,,,"WARREN",,,,"1",,,,,,,,"1","1",,,,,"1","1",,,,,,"1","1",,0,30,0,6,0,25,0,27
"G4701790","1980","A","3","6","Tennessee","47","3660","Washington","179",,,,,,,,,,,,"08",,,,,"WASHINGTON",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,125,24,69,0,78,11,181
"G4701810","1980","A","3","6","Tennessee","47",,"Wayne","181",,,,,,,,,,,,"03",,,,,"WAYNE",,,,"1",,,,,,,,,,,,,,,,,,"1","1",,,"1",,0,9,0,8,0,15,0,21
"G4701830","1980","A","3","6","Tennessee","47",,"Weakley","183",,,,,,,,,,,,"02",,,,,"WEAKLEY",,,,,,,,,,,,,,,,,,,"1",,,,,"1",,,,0,36,0,135,0,24,2,71
"G4701850","1980","A","3","6","Tennessee","47",,"White","185",,,,,,,,,,,,"06",,,,,"WHITE",,,,"1","1",,,,,"1",,"1",,,,,"1",,"1",,,,,,,,,0,19,0,17,0,42,0,24
"G4701870","1980","A","3","6","Tennessee","47","5360","Williamson","187",,,,,,,,,,,,"05",,,,,"WILLIAMSON",,,,,,,,,,,,,,,,,,,,,,,,"1","1",,,0,79,6,5,0,52,22,37
"G4701890","1980","A","3","6","Tennessee","47","5360","Wilson","189",,,,,,,,,,,,"05",,,,,"WILSON",,,,,,,,,,,,,,,,,,,,,,,,"1","1",,,0,14,8,21,0,7,6,67
"G4800010","1980","A","3","7","Texas","48",,"Anderson","001",,,,,,,,,,,,"12",,,,,"ANDERSON",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,307,0,802,0,120,6,175
"G4800030","1980","A","3","7","Texas","48",,"Andrews","003",,,,,,,,,,,,"05",,,,,"ANDREWS",,,,,,,,,,,,,,,,,,,,,,,,,"1",,,0,724,26,109,0,344,30,354
"G4800050","1980","A","3","7","Texas","48",,"Angelina","005",,,,,,,,,,,,"13",,,,,"ANGELINA",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1065,14,153,0,321,61,603
"G4800070","1980","A","3","7","Texas","48",,"Aransas","007",,,,,,,,,,,,"11",,,,,"ARANSAS",,,,,,,,,,,,,,,,,,,,,,,,"1",,,,0,537,67,208,0,251,1,641
"G4800090","1980","A","3","7","Texas","48",,"Archer","009",,,,,,,,,,,,"K",,,,,"ARCHER",,,,,"1",,,,,"1",,,"1",,,,"1",,,,,,"1","1",,,,0,37,0,0,0,6,0,23
"G4800110","1980","A","3","7","Texas","48",,"Armstrong","011",,,,,,,,,,,,"04",,,,,"ARMSTRONG",,,"1","1",,,,,,"1","1",,,"1",,,"1","1",,"1",,"1","1",,,"1",,0,6,0,0,0,1,0,8
"G4800130","1980","A","3","7","Texas","48",,"Atascosa","013",,,,,,,,,,,,"11",,,,,"ATASCOSA",,,,,,,,,,,,,,,,,,,,,,,,,"1",,,45,2471,92,1167,0,1269,106,2434
"G4800150","1980","A","3","7","Texas","48",,"Austin","015",,,,,,,,,,,,"14",,,,,"AUSTIN",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,292,2,17,0,111,6,231
"G4800170","1980","A","3","7","Texas","48",,"Bailey","017",,,,,,,,,,,,"05",,,,,"BAILEY",,,,"1",,,,,,,,,,,,,,,,,,,,,,,,0,631,36,128,0,224,35,495
"G4800190","1980","A","3","7","Texas","48",,"Bandera","019",,,,,,,,,,,,"02",,,,,"BANDERA",,,"1","1","1",,,,,"1","1",,,,,,,,"1",,,,"1","1","1",,,8,217,6,83,0,138,10,173
"G4800210","1980","A","3","7","Texas","48",,"Bastrop","021",,,,,,,,,,,,"09",,,,,"BASTROP",,,,,,,,,,,,,,,,,,,"1",,,,,,"1",,,3,811,52,270,0,455,32,544
"G4800230","1980","A","3","7","Texas","48",,"Baylor","023",,,,,,,,,,,,"06",,,,,"BAYLOR",,,,"1",,,,,,,,,,,,,,,,,,,,"1",,,,0,99,0,0,0,94,31,13
"G4800250","1980","A","3","7","Texas","48",,"Bee","025",,,,,,,,,,,,"11",,,,,"BEE",,,,,,,,,,,,,,,,,,,,,,,,,,,,150,2529,91,882,7,1335,109,2578
"G4800270","1980","A","3","7","Texas","48","3810","Bell","027",,,,,,,,,,,,"08",,,,,"BELL",,,,,,,,,,,,,,,,,,,,,,,,,,,,2560,2766,163,749,123,2064,375,2570
"G4800290","1980","A","3","7","Texas","48","7240","Bexar","029",,,,,,,,,,,,"F",,,,,"BEXAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,3910,97416,6316,32813,613,66509,4735,86640
"G4800310","1980","A","3","7","Texas","48",,"Blanco","031",,,,,,,,,,,,"02",,,,,"BLANCO",,,,"1",,,,,,,,,,,,,,,,,,,"1",,,,,4,116,0,23,4,78,7,48
