GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,I9HE001,I9HE002,I9HE003,I9HE004,I9HE005,I9HE006,I9HE007,I9HE008,I9HE009,I9HE010,I9HE011,I9HE012,I9HE013,I9HE014,I9HE015,I9HE016,I9HE017,I9HE018,I9HE019,I9HE020,I9HE021,I9HE022,I9HE023,I9HE024,I9HE025,I9HE026,I9HE027,I9TE001,I9TE002,I9TE003,I9TE004,I9TE005,I9TE006,I9TE007,I9TE008,I9TE009,I9TE010,I9TE011,I9TE012,I9TE013,I9TE014,I9TE015,I9TE016,I9TE017,I9TE018,I9TE019,I9TE020,I9TE021,I9TE022,I9TE023,I9TE024,I9TE025,I9TE026,I9TE027,I9VE001,I9VE002,I9VE003,I9VE004,I9VE005,I9VE006,I9VE007,I9VE008,I9VE009,I9VE010,I9VE011,I9VE012,I9VE013,I9VE014,I9VE015,I9VE016,I9VE017,I9VE018,I9VE019,I9VE020,I9VE021,I9VE022,I9VE023,I9VE024,I9VE025,I9VE026,I9VE027,NAME_M,I9HM001,I9HM002,I9HM003,I9HM004,I9HM005,I9HM006,I9HM007,I9HM008,I9HM009,I9HM010,I9HM011,I9HM012,I9HM013,I9HM014,I9HM015,I9HM016,I9HM017,I9HM018,I9HM019,I9HM020,I9HM021,I9HM022,I9HM023,I9HM024,I9HM025,I9HM026,I9HM027,I9TM001,I9TM002,I9TM003,I9TM004,I9TM005,I9TM006,I9TM007,I9TM008,I9TM009,I9TM010,I9TM011,I9TM012,I9TM013,I9TM014,I9TM015,I9TM016,I9TM017,I9TM018,I9TM019,I9TM020,I9TM021,I9TM022,I9TM023,I9TM024,I9TM025,I9TM026,I9TM027,I9VM001,I9VM002,I9VM003,I9VM004,I9VM005,I9VM006,I9VM007,I9VM008,I9VM009,I9VM010,I9VM011,I9VM012,I9VM013,I9VM014,I9VM015,I9VM016,I9VM017,I9VM018,I9VM019,I9VM020,I9VM021,I9VM022,I9VM023,I9VM024,I9VM025,I9VM026,I9VM027
"G0400270","2010","AZ",,,"Arizona","04","Yuma County","027",,,,,,,,,,,,,,,,,,"05000US04027","Yuma County, Arizona",,,,,,,,,,,,,,,,,,,,,,,,,,,,60294,30904,19664,14755,1948,12807,11124,1683,4909,11240,983,928,55,10257,29390,17801,10787,94,10693,9393,1300,7014,11589,427,427,0,11162,79892,38861,35638,27435,780,26655,23046,3609,8203,3223,349,253,96,2874,41031,37197,23792,0,23792,19441,4351,13405,3834,209,209,0,3625,"Yuma County, Arizona",,,,,,,,,,,,,,,,,,,,,,,,,,,,231,167,167,920,985,1285,1096,660,942,305,436,432,90,436,184,184,993,143,1002,1054,452,963,305,295,295,305,295,700,469,468,1079,592,1189,1659,1302,1204,0,278,220,153,279,570,570,1968,305,1968,2125,1175,1945,0,224,224,305,224
"G0500070","2010","AR",,,"Arkansas","05","Benton County","007",,,,,,,,,,,,,,,,,,"05000US05007","Benton County, Arkansas",,,,,,,,,,,,,,,,,,,,,,,,,,,,132777,63764,52177,42094,95,41999,39022,2977,10083,11587,2423,2156,267,9164,69013,54640,38302,0,38302,36378,1924,16338,14373,1157,1085,72,13216,21708,11104,10782,9224,87,9137,8719,418,1558,322,0,0,0,322,10604,10359,6744,0,6744,6426,318,3615,245,0,0,0,245,"Benton County, Arkansas",,,,,,,,,,,,,,,,,,,,,,,,,,,,1143,1069,1069,1751,158,1758,2028,904,1445,273,601,582,201,601,537,537,2007,273,2007,1913,637,1950,273,381,381,121,381,287,242,352,452,145,472,462,276,382,267,273,273,273,267,196,288,835,273,835,911,256,830,247,273,273,273,247
"G0500310","2010","AR",,,"Arkansas","05","Craighead County","031",,,,,,,,,,,,,,,,,,"05000US05031","Craighead County, Arkansas",,,,,,,,,,,,,,,,,,,,,,,,,,,,62169,29585,24910,19272,0,19272,17748,1524,5638,4675,710,652,58,3965,32584,26021,18990,0,18990,16916,2074,7031,6563,688,619,69,5875,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Craighead County, Arkansas",,,,,,,,,,,,,,,,,,,,,,,,,,,,300,271,271,1436,273,1436,1564,607,1488,273,323,305,101,323,122,122,1351,273,1351,1673,901,1335,273,331,321,116,331,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0500450","2010","AR",,,"Arkansas","05","Faulkner County","045",,,,,,,,,,,,,,,,,,"05000US05045","Faulkner County, Arkansas",9384,4312,4043,3143,0,3143,2651,492,900,269,0,0,0,269,5072,4688,3305,0,3305,2864,441,1383,384,0,0,0,384,74065,35978,31354,23535,261,23274,22111,1163,7819,4624,1243,1202,41,3381,38087,32064,22030,101,21929,20692,1237,10034,6023,977,764,213,5046,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Faulkner County, Arkansas",673,471,512,602,273,602,627,377,498,186,273,273,273,186,501,503,629,273,629,649,342,680,184,273,273,273,184,657,431,431,1707,213,1715,1550,630,1703,273,491,489,69,491,378,378,1422,93,1426,1419,623,1410,273,363,370,196,363,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0500510","2010","AR",,,"Arkansas","05","Garland County","051",,,,,,,,,,,,,,,,,,"05000US05051","Garland County, Arkansas",,,,,,,,,,,,,,,,,,,,,,,,,,,,67420,32108,23527,17310,0,17310,15249,2061,6217,8581,1520,1520,0,7061,35312,24910,15330,0,15330,13517,1813,9580,10402,1425,1266,159,8977,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Garland County, Arkansas",,,,,,,,,,,,,,,,,,,,,,,,,,,,505,407,407,1118,273,1118,1203,774,1123,273,535,535,273,535,274,274,1258,273,1258,1541,849,1260,273,474,462,142,474,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0500690","2010","AR",,,"Arkansas","05","Jefferson County","069",,,,,,,,,,,,,,,,,,"05000US05069","Jefferson County, Arkansas",31645,14961,13443,9250,116,9134,5980,3154,4193,1518,303,240,63,1215,16684,14363,10636,0,10636,8966,1670,3727,2321,449,449,0,1872,27181,13748,11002,7783,0,7783,7265,518,3219,2746,637,573,64,2109,13433,9847,5555,0,5555,5010,545,4292,3586,347,347,0,3239,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Arkansas",1172,695,695,1324,212,1273,1298,1170,1239,273,284,260,111,284,942,943,1765,273,1765,1816,792,1100,83,353,353,273,366,284,240,240,802,273,802,769,406,815,273,241,213,103,241,221,221,2517,273,2517,2195,517,2491,273,181,181,273,181,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0500850","2010","AR",,,"Arkansas","05","Lonoke County","085",,,,,,,,,,,,,,,,,,"05000US05085","Lonoke County, Arkansas",,,,,,,,,,,,,,,,,,,,,,,,,,,,46107,22249,19150,16096,1097,14999,12473,2526,3054,3099,1062,1062,0,2037,23858,19895,14088,58,14030,13062,968,5807,3963,389,389,0,3574,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lonoke County, Arkansas",,,,,,,,,,,,,,,,,,,,,,,,,,,,420,319,319,853,379,852,927,751,816,273,323,323,273,323,234,234,1102,79,1101,1166,416,1065,273,214,214,273,214,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0501190","2010","AR",,,"Arkansas","05","Pulaski County","119",,,,,,,,,,,,,,,,,,"05000US05119","Pulaski County, Arkansas",99126,44433,41023,27908,428,27480,22648,4832,13115,3410,930,930,0,2480,54693,49233,36279,0,36279,33140,3139,12954,5460,881,881,0,4579,177515,85265,70326,54518,2659,51859,48495,3364,15808,14939,3142,3069,73,11797,92250,71248,51905,127,51778,47875,3903,19343,21002,3345,3102,243,17657,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pulaski County, Arkansas",854,569,569,2499,488,2521,2409,1287,2516,273,420,420,273,420,648,616,1567,273,1567,1782,1031,1635,92,429,429,273,463,631,441,441,2325,848,2679,2572,1109,2274,273,703,690,120,703,418,418,1842,157,1839,2041,886,1769,273,820,801,313,820,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0501250","2010","AR",,,"Arkansas","05","Saline County","125",,,,,,,,,,,,,,,,,,"05000US05125","Saline County, Arkansas",,,,,,,,,,,,,,,,,,,,,,,,,,,,76461,37342,30229,22413,69,22344,20594,1750,7816,7113,1628,1345,283,5485,39119,30825,23305,0,23305,21719,1586,7520,8294,551,551,0,7743,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Saline County, Arkansas",,,,,,,,,,,,,,,,,,,,,,,,,,,,397,298,298,1987,116,1993,1950,596,2001,273,689,606,367,689,280,280,1274,273,1274,1324,565,1331,273,291,291,273,291,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0501310","2010","AR",,,"Arkansas","05","Sebastian County","131",,,,,,,,,,,,,,,,,,"05000US05131","Sebastian County, Arkansas",,,,,,,,,,,,,,,,,,,,,,,,,,,,74332,35565,29262,21932,166,21766,20708,1058,7330,6303,1430,1352,78,4873,38767,30028,20325,199,20126,18326,1800,9703,8739,1595,1229,366,7144,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sebastian County, Arkansas",,,,,,,,,,,,,,,,,,,,,,,,,,,,409,291,291,1321,201,1340,1343,448,1374,273,537,557,130,537,327,327,1349,284,1362,1450,822,1317,273,642,605,411,642,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0501430","2010","AR",,,"Arkansas","05","Washington County","143",,,,,,,,,,,,,,,,,,"05000US05143","Washington County, Arkansas",,,,,,,,,,,,,,,,,,,,,,,,,,,,123059,60393,52484,41334,0,41334,37642,3692,11150,7909,1482,1115,367,6427,62666,51959,38040,0,38040,35211,2829,13919,10707,1612,1530,82,9095,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Arkansas",,,,,,,,,,,,,,,,,,,,,,,,,,,,622,357,357,1688,273,1688,1894,957,1714,273,521,452,366,521,507,507,1921,273,1921,2106,775,1936,273,597,552,136,597,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0501450","2010","AR",,,"Arkansas","05","White County","145",,,,,,,,,,,,,,,,,,"05000US05145","White County, Arkansas",,,,,,,,,,,,,,,,,,,,,,,,,,,,55275,26819,22287,16188,118,16070,14672,1398,6099,4532,958,911,47,3574,28456,22466,14012,0,14012,12968,1044,8454,5990,746,746,0,5244,,,,,,,,,,,,,,,,,,,,,,,,,,,,"White County, Arkansas",,,,,,,,,,,,,,,,,,,,,,,,,,,,413,263,263,1143,145,1135,1299,803,1168,273,441,440,86,441,300,300,1343,273,1343,1419,460,1401,273,347,347,273,347,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0600010","2010","CA",,,"California","06","Alameda County","001",,,,,,,,,,,,,,,,,,"05000US06001","Alameda County, California",149687,69183,60754,41318,118,41200,31809,9391,19436,8429,2117,1816,301,6312,80504,67878,46658,0,46658,37642,9016,21220,12626,1458,1277,181,11168,445706,219722,183557,147755,654,147101,133380,13721,35802,36165,9892,9068,824,26273,225984,178738,129672,85,129587,118423,11164,49066,47246,8304,7721,583,38942,243772,123824,116346,96544,58,96486,80960,15526,19802,7478,1184,1184,0,6294,119948,109567,71472,61,71411,60485,10926,38095,10381,1199,1121,78,9182,"Alameda County, California",3106,2004,1737,2637,141,2634,2445,1720,2537,411,612,540,503,638,1690,1621,2307,294,2307,2595,1596,2311,393,423,406,176,559,1494,1007,954,3110,379,3122,3292,1758,3024,180,1150,1135,354,1131,911,911,2719,143,2735,3060,1686,2743,294,951,950,330,951,1002,652,652,2981,97,2997,3199,1768,3086,0,463,463,294,463,749,749,2649,103,2652,3063,1882,2786,0,505,502,125,505
"G0600070","2010","CA",,,"California","06","Butte County","007",,,,,,,,,,,,,,,,,,"05000US06007","Butte County, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,140850,69040,55733,39880,57,39823,33233,6590,15853,13307,2262,2131,131,11045,71810,54466,35592,65,35527,31769,3758,18874,17344,1805,1626,179,15539,21978,11386,10615,7523,95,7428,5711,1717,3092,771,283,248,35,488,10592,9690,5594,0,5594,4273,1321,4096,902,325,325,0,577,"Butte County, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,587,349,349,1812,95,1820,2365,1745,1779,294,592,594,117,592,499,499,1754,105,1772,1851,965,1753,294,504,462,151,504,221,120,120,733,121,749,750,696,763,0,147,151,65,147,198,198,747,294,747,911,578,756,0,342,342,294,343
"G0600130","2010","CA",,,"California","06","Contra Costa County","013",,,,,,,,,,,,,,,,,,"05000US06013","Contra Costa County, California",76576,35246,31505,21891,0,21891,17851,4040,9614,3741,1153,877,276,2588,41330,35625,25885,0,25885,21215,4670,9740,5705,1001,851,150,4704,421975,204654,165289,132811,338,132473,117717,14756,32478,39365,8006,7702,304,31359,217321,166865,121384,0,121384,109419,11965,45481,50456,6478,5593,885,43978,178239,89447,84081,70634,0,70634,59851,10783,13447,5366,1236,1065,171,4130,88792,81147,55126,0,55126,48733,6393,26021,7645,973,973,0,6672,"Contra Costa County, California",2297,1207,1192,1962,294,1962,2041,1031,1790,190,471,454,251,476,1596,1560,1562,294,1562,1757,1133,1236,222,403,344,179,440,1078,850,862,2994,318,3012,3104,1728,2961,154,1417,1342,266,1392,730,697,2911,294,2911,3051,1787,2894,221,991,959,436,1052,948,641,641,1783,294,1783,2533,1877,1852,0,502,471,207,501,751,750,2646,294,2646,2499,1406,2637,0,508,508,294,508
"G0600170","2010","CA",,,"California","06","El Dorado County","017",,,,,,,,,,,,,,,,,,"05000US06017","El Dorado County, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,119978,59880,48441,36451,56,36395,30638,5757,11990,11439,2257,1964,293,9182,60098,47397,33441,0,33441,30659,2782,13956,12701,1433,1367,66,11268,14935,7515,6915,5073,0,5073,4231,842,1842,600,161,161,0,439,7420,6920,4222,0,4222,4076,146,2698,500,0,0,0,500,"El Dorado County, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,603,453,453,2004,99,2000,2199,1516,1995,294,705,673,228,705,431,431,1938,294,1938,2105,859,1974,294,533,531,108,533,202,236,236,668,294,668,714,519,720,0,173,173,294,173,235,415,742,294,742,711,188,748,315,294,294,294,315
"G0600190","2010","CA",,,"California","06","Fresno County","019",,,,,,,,,,,,,,,,,,"05000US06019","Fresno County, California",34190,16706,15137,8659,0,8659,6633,2026,6478,1569,39,39,0,1530,17484,15423,8528,0,8528,6953,1575,6895,2061,125,125,0,1936,257107,123997,99854,77630,201,77429,67433,9996,22224,24143,6035,5706,329,18108,133110,100904,69304,0,69304,62807,6497,31600,32206,4560,4065,495,27646,316742,160818,149585,115109,56,115053,93978,21075,34476,11233,2606,2288,318,8627,155924,142478,86881,0,86881,71336,15545,55597,13446,1412,1021,391,12034,"Fresno County, California",911,682,682,1203,294,1203,1180,854,1155,294,70,70,294,70,533,533,993,294,993,899,631,1101,294,105,105,294,105,1122,775,767,1764,230,1740,2072,1604,1819,117,844,869,212,835,620,620,2461,294,2461,2541,1345,2469,294,971,924,336,971,1309,953,953,2897,101,2898,3398,2471,2958,0,776,702,224,776,959,960,3469,294,3469,3353,2049,3451,0,548,494,334,548
"G0600230","2010","CA",,,"California","06","Humboldt County","023",,,,,,,,,,,,,,,,,,"05000US06023","Humboldt County, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,89389,44905,37757,30327,18,30309,26072,4237,7430,7148,1445,1043,402,5703,44484,35534,24033,0,24033,22058,1975,11501,8950,1180,1056,124,7770,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Humboldt County, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,359,235,235,1422,33,1421,1559,1130,1433,294,491,367,308,491,272,272,1836,294,1836,1881,827,1816,294,466,458,111,466,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0600250","2010","CA",,,"California","06","Imperial County","025",,,,,,,,,,,,,,,,,,"05000US06025","Imperial County, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,20399,11270,8770,6414,43,6371,6118,253,2356,2500,358,358,0,2142,9129,6517,3632,0,3632,2837,795,2885,2612,219,219,0,2393,100188,49406,44066,29019,37,28982,22461,6521,15047,5340,735,675,60,4605,50782,43865,27233,0,27233,20818,6415,16632,6917,205,205,0,6712,"Imperial County, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,187,87,87,614,73,588,592,276,614,294,252,252,294,252,138,138,713,294,713,671,478,709,294,153,153,294,153,694,515,514,1691,45,1693,1668,1487,1634,0,474,464,101,473,525,525,1664,294,1664,1422,1300,1658,0,197,197,294,197
"G0600290","2010","CA",,,"California","06","Kern County","029",,,,,,,,,,,,,,,,,,"05000US06029","Kern County, California",35316,20142,18788,6604,52,6552,5000,1552,12184,1354,462,462,0,892,15174,13392,8710,0,8710,6815,1895,4682,1782,323,323,0,1459,265019,132632,109844,78657,687,77970,67971,9999,31187,22788,5461,5062,399,17327,132387,104560,63929,40,63889,58044,5845,40631,27827,3040,2870,170,24787,275975,147565,139773,99607,221,99386,84901,14485,40166,7792,1684,1412,272,6108,128410,119447,71950,0,71950,57418,14532,47497,8963,568,458,110,8395,"Kern County, California",1383,739,744,1211,96,1214,1155,662,1202,110,411,411,294,422,1058,1063,1044,294,1044,1269,694,794,174,285,285,294,294,1037,857,808,2265,353,2247,2727,1571,2344,241,868,840,270,909,567,471,2763,66,2766,2714,1224,2841,479,802,788,168,920,1063,779,779,2839,190,2842,2921,1878,3031,0,581,554,199,581,854,853,2701,294,2701,3031,2176,2728,0,386,335,131,385
"G0600310","2010","CA",,,"California","06","Kings County","031",,,,,,,,,,,,,,,,,,"05000US06031","Kings County, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,44534,24714,21418,15898,1569,14329,12594,1735,5520,3296,500,443,57,2796,19820,15829,10144,486,9658,9025,633,5685,3991,371,371,0,3620,53202,31114,29433,19344,1092,18252,15582,2670,10089,1681,386,298,88,1295,22088,20251,8588,0,8588,7038,1550,11663,1837,371,371,0,1466,"Kings County, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,560,379,379,1048,651,1135,1373,751,964,294,262,245,96,262,308,308,1362,393,1440,1398,349,1340,294,177,177,294,177,399,305,305,1768,975,1850,1876,1021,1804,0,255,235,142,254,293,293,1150,294,1150,1005,507,1085,0,394,394,294,394
"G0600330","2010","CA",,,"California","06","Lake County","033",,,,,,,,,,,,,,,,,,"05000US06033","Lake County, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,40786,20246,15446,9156,0,9156,7391,1765,6290,4800,909,831,78,3891,20540,15225,8920,0,8920,7513,1407,6305,5315,644,492,152,4671,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake County, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,408,342,342,1132,294,1132,1049,948,1119,294,473,474,130,473,297,297,1158,294,1158,1305,701,1068,294,485,425,195,485,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0600370","2010","CA",,,"California","06","Los Angeles County","037",,,,,,,,,,,,,,,,,,"05000US06037","Los Angeles County, California",667216,305215,266009,181005,854,180151,141866,38285,85004,39206,8234,7722,512,30972,362001,302220,205332,248,205084,172950,32134,96888,59781,7994,7238,756,51787,2368144,1184259,968114,779350,1846,777504,687060,90444,188764,216145,56785,51303,5482,159360,1183885,908408,641427,48,641379,577315,64064,266981,275477,38783,35200,3583,236694,3391942,1683300,1567438,1266700,867,1265833,1103579,162254,300738,115862,24555,21352,3203,91307,1708642,1542307,965340,282,965058,829175,135883,576967,166335,17630,15897,1733,148705,"Los Angeles County, California",6004,3213,3244,4416,622,4378,4233,3204,4504,857,1467,1444,263,1536,4264,4202,4945,252,4998,5011,2602,5276,739,1208,1221,381,1315,3346,2399,2380,7587,588,7577,7679,4372,7782,429,2770,2686,907,2761,1936,1847,8325,81,8331,9153,3773,8297,600,2228,2119,685,2273,3991,2724,2723,6469,555,6601,9371,8172,7090,0,2093,2005,752,2093,2989,2990,9621,241,9604,10101,6192,9843,0,1979,1905,645,1978
"G0600390","2010","CA",,,"California","06","Madera County","039",,,,,,,,,,,,,,,,,,"05000US06039","Madera County, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,48903,22721,16987,13126,0,13126,11731,1395,3861,5734,646,433,213,5088,26182,19684,11112,0,11112,10050,1062,8572,6498,556,468,88,5942,54263,27206,25390,19893,0,19893,16542,3351,5497,1816,659,659,0,1157,27057,25032,12625,0,12625,11290,1335,12407,2025,89,89,0,1936,"Madera County, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,300,281,281,882,294,882,1041,556,903,294,293,263,175,293,178,178,1127,294,1127,1139,515,1158,294,338,314,142,338,617,372,371,1059,294,1059,1548,1013,1103,0,518,518,294,518,467,467,1380,294,1380,1395,538,1451,0,146,146,294,146
"G0600410","2010","CA",,,"California","06","Marin County","041",,,,,,,,,,,,,,,,,,"05000US06041","Marin County, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,155030,74015,57068,46190,38,46152,42196,3956,10878,16947,5449,4914,535,11498,81015,59959,44524,0,44524,40590,3934,15435,21056,3981,3834,147,17075,28878,15438,15132,12092,0,12092,9733,2359,3040,306,195,195,0,111,13440,11575,7876,0,7876,6928,948,3699,1865,528,528,0,1337,"Marin County, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,756,470,470,1782,65,1781,1656,999,1769,294,813,875,291,813,531,531,1626,294,1626,1720,963,1658,294,797,772,173,797,329,832,863,1100,294,1100,1534,1065,699,259,176,176,294,188,852,582,1088,294,1088,966,514,1174,738,474,474,294,624
"G0600450","2010","CA",,,"California","06","Mendocino County","045",,,,,,,,,,,,,,,,,,"05000US06045","Mendocino County, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,51529,25236,19782,14495,0,14495,12266,2229,5287,5454,1602,1476,126,3852,26293,19756,12944,0,12944,11474,1470,6812,6537,887,791,96,5650,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mendocino County, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,367,342,342,1239,294,1239,1415,998,1256,294,470,464,153,470,332,332,1115,294,1115,1306,594,1115,294,374,369,112,374,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0600470","2010","CA",,,"California","06","Merced County","047",,,,,,,,,,,,,,,,,,"05000US06047","Merced County, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,67514,32525,26283,19703,0,19703,17052,2651,6580,6242,887,784,103,5355,34989,26869,18603,0,18603,15295,3308,8266,8120,774,657,117,7346,93342,47486,44324,35476,151,35325,27651,7674,8848,3162,674,542,132,2488,45856,42184,26036,0,26036,21367,4669,16148,3672,719,719,0,2953,"Merced County, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,433,325,325,1149,294,1149,1274,1024,1226,294,348,326,116,348,260,260,1325,294,1325,1290,1077,1374,294,328,303,141,328,734,561,562,1412,240,1442,2137,1615,1487,0,337,308,165,337,473,472,1741,294,1741,1930,1091,1847,0,398,398,294,398
"G0600530","2010","CA",,,"California","06","Monterey County","053",,,,,,,,,,,,,,,,,,"05000US06053","Monterey County, California",10300,6660,5850,2378,156,2222,1954,268,3472,810,160,160,0,650,3640,2925,2394,141,2253,1872,381,531,715,72,72,0,643,119418,58886,46246,35717,4686,31031,28032,2999,10529,12640,3441,3312,129,9199,60532,44393,32561,664,31897,29088,2809,11832,16139,2580,2348,232,13559,157862,83428,79025,61236,395,60841,53733,7108,17789,4403,706,649,57,3697,74434,69042,44512,378,44134,37499,6635,24530,5392,713,713,0,4679,"Monterey County, California",989,787,820,706,187,688,737,208,876,345,168,168,294,348,534,579,588,233,529,562,269,293,296,126,126,294,316,644,497,497,1194,1427,1629,1779,880,1296,294,654,642,129,654,415,407,1132,325,1168,1139,718,1206,89,684,637,202,670,856,592,592,1870,258,1838,2109,1320,1969,0,366,351,91,366,717,718,2158,313,2230,2377,1495,2331,0,404,404,294,404
"G0600550","2010","CA",,,"California","06","Napa County","055",,,,,,,,,,,,,,,,,,"05000US06055","Napa County, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,66112,31914,24177,18606,0,18606,16255,2351,5571,7737,2435,2301,134,5302,34198,24788,17713,0,17713,16292,1421,7075,9410,1295,1295,0,8115,30388,16150,15251,12682,115,12567,11243,1324,2569,899,255,255,0,644,14238,13200,9350,0,9350,8406,944,3850,1038,161,161,0,877,"Napa County, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,590,352,352,1204,294,1204,1316,783,1314,294,735,728,156,735,388,332,1248,294,1248,1334,582,1248,115,458,458,294,480,361,253,584,923,184,959,1058,700,770,503,280,280,294,492,296,297,916,294,916,895,524,848,0,161,161,294,162
"G0600570","2010","CA",,,"California","06","Nevada County","057",,,,,,,,,,,,,,,,,,"05000US06057","Nevada County, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,72949,35525,27124,21857,0,21857,18566,3291,5267,8401,867,741,126,7534,37424,27629,19135,0,19135,17742,1393,8494,9795,1079,980,99,8716,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nevada County, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,457,401,404,864,294,864,1222,992,944,50,397,352,151,399,347,347,1192,294,1192,1218,541,1297,294,512,498,140,512,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0600590","2010","CA",,,"California","06","Orange County","059",,,,,,,,,,,,,,,,,,"05000US06059","Orange County, California",40199,20491,18986,16605,377,16228,14433,1795,2381,1505,417,417,0,1088,19708,17614,13181,0,13181,11271,1910,4433,2094,444,444,0,1650,1124542,551746,450392,375391,1058,374333,335225,39108,75001,101354,28856,26925,1931,72498,572796,439673,316066,42,316024,284147,31877,123607,133123,21619,20325,1294,111504,714925,358994,339269,285698,300,285398,251023,34375,53571,19725,4624,3900,724,15101,355931,328090,217968,52,217916,186919,30997,110122,27841,2953,2746,207,24888,"Orange County, California",1626,989,982,1113,299,1103,1340,728,880,190,298,298,294,288,1149,1122,1376,294,1376,1309,674,1040,178,341,341,294,354,2128,1290,1286,4841,442,4797,5074,3156,4921,253,1927,2062,645,1915,1696,1784,4126,70,4140,4528,2573,4233,363,2099,2032,552,2156,1797,1575,1576,3684,233,3681,4841,3567,3796,0,924,893,420,924,1229,1229,4697,85,4705,4727,3522,4994,0,793,781,197,794
"G0600610","2010","CA",,,"California","06","Placer County","061",,,,,,,,,,,,,,,,,,"05000US06061","Placer County, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,215685,103711,82652,67087,205,66882,58229,8653,15565,21059,2804,2424,380,18255,111974,85531,60094,0,60094,54190,5904,25437,26443,1961,1789,172,24482,30341,15261,13897,10910,61,10849,9253,1596,2987,1364,413,278,135,951,15080,13418,9583,0,9583,8677,906,3835,1662,184,112,72,1478,"Placer County, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,1231,949,949,1580,190,1590,1940,1585,1889,294,761,682,253,761,742,742,1938,294,1938,2241,1515,2193,294,592,548,183,592,454,292,292,874,102,869,857,662,927,0,287,234,155,287,334,334,981,294,981,956,514,1172,0,173,137,114,172
